# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0031124	BP	e	mRNA 3'-end processing	27/404	74/58581	1.5935539906374474e-39	9	27	2.4586944521545173e-35	2.39670562057021e-35	2.4531170131872864e-35	6.829706811540327e-37	ALYREF, CASC3, CDC40, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, MAGOH, MAGOHB, NCBP1, NCBP2, NUDT21, PABPC1, PABPN1, PAPOLA, PCF11
GO:0071826	BP	e	ribonucleoprotein complex subunit organization	37/404	230/58581	4.97724507504898e-39	4	37	7.679391426293072e-35	7.485777900473581e-35	7.661473344022894e-35	2.0755111962954247e-36	AAR2, C1QBP, CD2BP2, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CIRBP, CLNS1A, CLP1, CPSF7, CRNKL1, DDX1, DDX20, DDX23, DDX39B, DHX8, DHX9, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, ISY1, LSM3, LSM4, LUC7L, LUC7L2, LUC7L3, NCBP1, NOL3, NUDT21, POLR2D
GO:0022618	BP	e	ribonucleoprotein complex assembly	36/404	216/58581	1.394616410586621e-38	6	36	2.1517536598940975e-34	2.0975034479097623e-34	2.1465935791749273e-34	5.662509631300258e-36	AAR2, C1QBP, CD2BP2, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CIRBP, CLNS1A, CLP1, CPSF7, CRNKL1, DDX1, DDX20, DDX23, DDX39B, DHX9, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, ISY1, LSM3, LSM4, LUC7L, LUC7L2, LUC7L3, NCBP1, NOL3, NUDT21, POLR2D
GO:0050789	BP	e	regulation of biological process	182/404	11009/58581	1.0663764606814901e-33	2	182	1.645312241185471e-29	1.6038304770186903e-29	1.6412600106348814e-29	4.218749336373003e-31	ACADVL, ACIN1, AFF2, AHNAK, AHNAK2, AKAP17A, AKAP8L, ALYREF, ASB4, BHLHE23, BICC1, BRDT, BUD31, C1QBP, C9orf78, CACNA1C, CACTIN, CASC3, CBLB, CCAR1, CCAR2, CD2BP2, CDC5L, CDH11, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIR1, CIRBP, CLK1, CLK2, CLK3, CLK4, CLMN, CPSF4, CPSF7, CTNNBL1, CWC22, CYP24A1, DAZAP1, DCPS, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX42, DDX47, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FMR1, FOXD2, FOXR2, FUS, GCFC2, GEMIN5, GLA, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, IGHV4-4, IK, ING5, IVNS1ABP, IWS1, JMJD6, KCNE1, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LRRFIP1, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LUC7L, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MIF, MPHOSPH10, MYOD1, NCALD, NCBP1, NCBP2, NFYA, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PHF5A, PHLDB1, PHOX2A, PIK3R1, PLRG1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIH, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2, RBBP9, SOX14, ST8SIA1, TACO1, TCTN1, TUSC2, WNT10B, YTHDF1, YWHAZ, ZHX2, ZKSCAN4, ZSWIM2
GO:0031123	BP	e	RNA 3'-end processing	27/404	118/58581	3.281670171836199e-33	8	27	5.063288908126071e-29	4.935632800587584e-29	5.05049039445591e-29	1.2658222270315178e-30	ALYREF, CASC3, CDC40, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, MAGOH, MAGOHB, NCBP1, NCBP2, NUDT21, PABPC1, PABPN1, PAPOLA, PCF11
GO:0006369	BP	e	termination of RNA polymerase II transcription	19/404	34/58581	9.466668024037388e-33	9	19	1.4606122094287286e-28	1.423787119519358e-28	1.4568255422191136e-28	3.562468803484704e-30	CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, FIP1L1, LSM10, NCBP1, NCBP2, NUDT21, PABPN1, PAPOLA, PCF11, TTF2
GO:0050794	BP	e	regulation of cellular process	172/404	10363/58581	1.4907691618258268e-31	3	172	2.3001077397810684e-27	2.242117211034355e-27	2.2939955862175824e-27	5.476446999478733e-29	ACADVL, ACIN1, AFF2, AHNAK, AHNAK2, AKAP17A, AKAP8L, ALYREF, ASB4, BHLHE23, BICC1, BRDT, BUD31, C1QBP, C9orf78, CACNA1C, CACTIN, CASC3, CBLB, CCAR1, CCAR2, CD2BP2, CDC5L, CDH11, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIR1, CIRBP, CLK1, CLK2, CLK3, CLK4, CLMN, CPSF4, CPSF7, CTNNBL1, CWC22, CYP24A1, DAZAP1, DCPS, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX42, DDX47, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FMR1, FOXD2, FOXR2, FUS, GCFC2, GEMIN5, GLA, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, IGHV4-4, IK, ING5, IVNS1ABP, IWS1, JMJD6, KCNE1, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LRRFIP1, LSM1, LSM10, MAGOH, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MIF, MPHOSPH10, MYOD1, NCALD, NCBP1, NCBP2, NFYA, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PHF5A, PHLDB1, PHOX2A, PIK3R1, PLRG1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2, RBBP9, SOX14, ST8SIA1, TACO1, TCTN1, TUSC2, WNT10B, YTHDF1, YWHAZ, ZHX2, ZKSCAN4, ZSWIM2
GO:0065007	BP	e	biological regulation	184/404	11662/58581	2.4171571641220402e-31	1	184	3.729431788523896e-27	3.635405009864438e-27	3.719279728434583e-27	8.67309718261371e-29	ACADVL, ACIN1, AFF2, AHNAK, AHNAK2, AKAP17A, AKAP8L, ALYREF, ASB4, BHLHE23, BICC1, BRDT, BUD31, C1QBP, C9orf78, CACNA1C, CACTIN, CASC3, CBLB, CCAR1, CCAR2, CD2BP2, CDC5L, CDH11, CDK12, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CHERP, CIR1, CIRBP, CLK1, CLK2, CLK3, CLK4, CLMN, CLNS1A, CPSF4, CPSF7, CTNNBL1, CWC22, CYP24A1, DAZAP1, DCPS, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX42, DDX47, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ELAVL2, ERN1, ESRP1, ESRP2, FAM172A, FASTK, FMR1, FOXD2, FOXR2, FUS, GATC, GCFC2, GEMIN5, GLA, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPF, HNRNPH1, HNRNPK, HNRNPL, HNRNPLL, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, IGHV4-4, IK, ING5, IVNS1ABP, IWS1, JMJD6, KCNE1, KDM1A, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LGALS3, LRRFIP1, LSM1, LSM10, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LUC7L, MAGOH, MAGOHB, MBNL1, MBNL2, MBNL3, METTL14, METTL16, METTL3, MIF, MPHOSPH10, MYOD1, NCALD, NCBP1, NCBP2, NFYA, NOL3, NONO, NOVA1, NOVA2, NSRP1, NUDT21, NUP98, PABPC1, PABPN1, PAPOLA, PCBP1, PCBP2, PHF5A, PHLDB1, PHOX2A, PIK3R1, PLRG1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPIE, PPIH, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2, RBBP9, SOX14, ST8SIA1, TACO1, TCTN1, TUSC2, WNT10B, YTHDF1, YWHAZ, ZHX2, ZKSCAN4, ZSWIM2
GO:0006401	BP	e	RNA catabolic process	31/404	225/58581	1.0648898504329263e-30	7	31	1.643018550232962e-26	1.601594614814295e-26	1.6384395238761004e-26	3.734133068711277e-28	CASC3, DCPS, DDX5, EIF4A3, ERN1, HELZ2, HNRNPD, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP1R8, PPP2CA, PPP2R1A, XRN2, ZHX2
GO:0032774	BP	e	RNA biosynthetic process	44/404	618/58581	1.095105998700025e-30	7	44	1.6896390453942685e-26	1.6470397097462645e-26	1.6848205789999885e-26	3.7547534342094854e-28	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NFYA, NUDT21, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, TTF2, XRN2
GO:0051028	BP	e	mRNA transport	27/404	146/58581	1.6766087482638073e-30	8	27	2.586839637696228e-26	2.5216199978600358e-26	2.579294898329041e-26	5.623564429774409e-28	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, DHX9, EIF4A3, FIP1L1, FMR1, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, IWS1, KHSRP, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0000381	BP	e	regulation of alternative mRNA splicing, via spliceosome	21/404	64/58581	7.585334055978964e-30	10	21	1.1703411914969943e-25	1.1408344412977933e-25	1.166851937831244e-25	2.4900876414829666e-27	CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, DDX17, DDX5, DYRK1A, FAM172A, FMR1, HNRNPA1, HNRNPL, HNRNPU, KHDRBS1, MAGOH, MBNL1, MBNL2, MBNL3, MYOD1, NSRP1
GO:0010608	BP	e	posttranscriptional regulation of gene expression	37/404	419/58581	2.813957518332111e-29	6	37	4.341655055034614e-25	4.232192846842027e-25	4.328429454698453e-25	9.045114697988779e-27	C1QBP, CASC3, CELF1, CELF4, CIRBP, DDX1, DDX39B, DHX9, EIF4A3, ELAVL1, FMR1, GEMIN5, HABP4, HNRNPA0, HNRNPC, HNRNPD, HNRNPL, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, KHDRBS1, KHSRP, MAGOH, METTL14, METTL16, METTL3, NCBP1, NCBP2, NUDT21, PABPC1, POLR2D, POLR2G, TACO1, YTHDF1, YWHAZ
GO:0008543	BP	e	fibroblast growth factor receptor signaling pathway	22/404	80/58581	2.9765322683931336e-29	8	22	4.5924916369037655e-25	4.476705313644727e-25	4.578204282015479e-25	9.372431912048502e-27	ESRP1, ESRP2, GTF2F1, GTF2F2, HNRNPA1, HNRNPF, HNRNPH1, HNRNPM, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0050657	BP	e	nucleic acid transport	28/404	184/58581	4.337207839755043e-29	6	28	6.691877975958056e-25	6.523161730443735e-25	6.670625657543256e-25	1.312132936462364e-26	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, DHX9, EIF4A3, FIP1L1, FMR1, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPU, IWS1, KHSRP, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0050658	BP	e	RNA transport	28/404	184/58581	4.337207839755043e-29	7	28	6.691877975958056e-25	6.523161730443735e-25	6.670625657543256e-25	1.312132936462364e-26	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, DHX9, EIF4A3, FIP1L1, FMR1, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPU, IWS1, KHSRP, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0051236	BP	e	establishment of RNA localization	28/404	186/58581	5.941944261594505e-29	3	28	9.167825801214163e-25	8.936685730479575e-25	9.13752188548003e-25	1.7630434233104157e-26	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, DHX9, EIF4A3, FIP1L1, FMR1, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPU, IWS1, KHSRP, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0006913	BP	e	nucleocytoplasmic transport	30/404	243/58581	2.766271854218788e-28	6	30	4.268080843874168e-24	4.160473595487821e-24	4.25369623023223e-24	8.052982724290883e-26	ALYREF, CASC3, CBLB, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX20, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HNRNPA1, HNRNPA2B1, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, PIK3R1, POLR2D
GO:0006402	BP	e	mRNA catabolic process	28/404	197/58581	3.1437327144736405e-28	8	28	4.85046520516138e-24	4.728174828475975e-24	4.83380342177467e-24	8.982342972521074e-26	CASC3, DCPS, DDX5, EIF4A3, ERN1, HELZ2, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP2CA, PPP2R1A, ZHX2
GO:0051169	BP	e	nuclear transport	30/404	246/58581	4.0177608998453296e-28	5	30	6.199003292371359e-24	6.0427134488958326e-24	6.177307383512194e-24	1.1270915077038835e-25	ALYREF, CASC3, CBLB, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX20, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HNRNPA1, HNRNPA2B1, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, PIK3R1, POLR2D
GO:0006379	BP	e	mRNA cleavage	15/404	22/58581	4.772500725989774e-28	8	15	7.363491370129622e-24	7.177842345699001e-24	7.337242616136678e-24	1.3149091732374324e-25	CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF2, CSTF2T, CSTF3, ERN1, FIP1L1, NCBP1, NCBP2, NUDT21, PCF11, POLR2I
GO:0006370	BP	e	7-methylguanosine mRNA capping	16/404	31/58581	5.313242124994811e-27	10	16	8.197801274654494e-23	7.991117551863777e-23	8.168047118754523e-23	1.4382107499393848e-24	GTF2F1, GTF2F2, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0009452	BP	e	7-methylguanosine RNA capping	16/404	32/58581	1.0560229559329837e-26	9	16	1.6293378187090004e-22	1.5882588031569096e-22	1.6233184878601825e-22	2.7615895232355943e-24	GTF2F1, GTF2F2, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0036260	BP	e	RNA capping	16/404	32/58581	1.0560229559329837e-26	8	16	1.6293378187090004e-22	1.5882588031569096e-22	1.6233184878601825e-22	2.7615895232355943e-24	GTF2F1, GTF2F2, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0015931	BP	e	nucleobase-containing compound transport	28/404	224/58581	1.248781357122772e-26	5	28	1.926744755904725e-22	1.87816748918699e-22	1.9193769458977006e-22	3.2112412598412083e-24	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, DHX9, EIF4A3, FIP1L1, FMR1, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPU, IWS1, KHSRP, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0009892	BP	e	negative regulation of metabolic process	77/404	2684/58581	1.6197992532322955e-26	4	77	2.499188267812109e-22	2.436178502407902e-22	2.489469472292715e-22	4.097029947232965e-24	ACADVL, AFF2, C1QBP, CACTIN, CASC3, CBLB, CCAR1, CCAR2, CD2BP2, CELF1, CELF4, CIR1, CIRBP, CLK2, DCPS, DDX17, DDX20, DDX5, DHX9, DYRK1A, EIF4A3, ELAVL1, ERN1, FAM172A, FMR1, GCFC2, GLA, HELZ2, HMX1, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, IVNS1ABP, KDM1A, KHDRBS1, KHSRP, LGALS3, LRRFIP1, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, MIF, MPHOSPH10, NCBP1, NCBP2, NOL3, NONO, NOVA1, NOVA2, PABPC1, POLR2D, POLR2G, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, SOX14, WNT10B, ZHX2
GO:0031326	BP	e	regulation of cellular biosynthetic process	94/404	4000/58581	4.136141371686747e-26	5	94	6.381652522375482e-22	6.220757709645721e-22	6.356422060008193e-22	1.0292987939315294e-23	ACADVL, AFF2, AKAP17A, AKAP8L, ALYREF, BHLHE23, BRDT, BUD31, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF1, CELF4, CIR1, CIRBP, CLK2, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX5, DHX9, ECD, EIF4A3, ELAVL1, ELAVL2, FAM172A, FMR1, FOXD2, FOXR2, FUS, GCFC2, GEMIN5, GLA, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, ING5, JMJD6, KDM1A, KHDRBS1, KHSRP, LRRFIP1, MAGOH, MBNL3, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NFYA, NONO, NUP98, PABPC1, PCBP1, PHF5A, PHOX2A, PIK3R1, POLR2A, POLR2D, POLR2G, POLR2K, POLR2L, PPARGC1A, PPIE, PPP2CA, PPP2R1A, SOX14, TACO1, WNT10B, YTHDF1, ZHX2, ZKSCAN4
GO:0010628	BP	e	positive regulation of gene expression	64/404	1896/58581	9.496772775182679e-26	6	64	1.4652570714829355e-21	1.4283148748825086e-21	1.4593690723623223e-21	2.3258048753697388e-23	AKAP8L, ALYREF, BRDT, C1QBP, CDC5L, CDK12, CDK13, CELF3, CELF4, CIRBP, DAZAP1, DDX17, DDX39B, DDX41, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ERN1, FMR1, FOXD2, GTF2F1, GTF2F2, HABP4, HELZ2, HMX2, HNRNPA0, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPLL, HNRNPU, HSPA1A, HSPA8, ING5, JMJD6, KDM1A, KHDRBS1, METTL3, MYOD1, NCBP1, NCBP2, NFYA, NUDT21, NUP98, PABPC1, PCBP1, PHF5A, PHOX2A, PIK3R1, POLR2A, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2K, POLR2L, PPARGC1A, WNT10B, YTHDF1
GO:0006368	BP	e	transcription elongation from RNA polymerase II promoter	19/404	68/58581	1.381572246455577e-25	9	19	2.13162781905631e-21	2.0778850216297664e-21	2.1229239139036395e-21	3.299072975985309e-23	CDK12, CDK13, GTF2F1, GTF2F2, IWS1, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	90/404	3750/58581	1.389848619087725e-25	6	90	2.144397434390451e-21	2.0903326882428493e-21	2.1355024032282895e-21	3.299072975985309e-23	AFF2, AKAP17A, AKAP8L, ALYREF, BHLHE23, BRDT, BUD31, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF1, CELF4, CIR1, CIRBP, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX5, DHX9, ECD, EIF4A3, ELAVL1, ELAVL2, FAM172A, FMR1, FOXD2, FOXR2, FUS, GCFC2, GEMIN5, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, ING5, JMJD6, KDM1A, KHDRBS1, KHSRP, LRRFIP1, MAGOH, MBNL3, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NFYA, NONO, PABPC1, PCBP1, PHF5A, PHOX2A, PIK3R1, POLR2A, POLR2D, POLR2G, POLR2K, POLR2L, PPARGC1A, PPIE, PPP2CA, PPP2R1A, SOX14, TACO1, WNT10B, YTHDF1, ZHX2, ZKSCAN4
GO:0009889	BP	e	regulation of biosynthetic process	94/404	4073/58581	1.5328733853382546e-25	4	94	2.365070346238393e-21	2.3054419742584826e-21	2.3551066692336945e-21	3.58343991854302e-23	ACADVL, AFF2, AKAP17A, AKAP8L, ALYREF, BHLHE23, BRDT, BUD31, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF1, CELF4, CIR1, CIRBP, CLK2, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX5, DHX9, ECD, EIF4A3, ELAVL1, ELAVL2, FAM172A, FMR1, FOXD2, FOXR2, FUS, GCFC2, GEMIN5, GLA, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, ING5, JMJD6, KDM1A, KHDRBS1, KHSRP, LRRFIP1, MAGOH, MBNL3, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NFYA, NONO, NUP98, PABPC1, PCBP1, PHF5A, PHOX2A, PIK3R1, POLR2A, POLR2D, POLR2G, POLR2K, POLR2L, PPARGC1A, PPIE, PPP2CA, PPP2R1A, SOX14, TACO1, WNT10B, YTHDF1, ZHX2, ZKSCAN4
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	91/404	3870/58581	2.9617832384048013e-25	5	91	4.569735358534768e-21	4.4545227686674756e-21	4.550187589161296e-21	6.820500535126519e-23	AFF2, AKAP17A, AKAP8L, ALYREF, BHLHE23, BRDT, BUD31, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF1, CELF4, CIR1, CIRBP, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX5, DHX9, ECD, EIF4A3, ELAVL1, ELAVL2, FAM172A, FMR1, FOXD2, FOXR2, FUS, GCFC2, GEMIN5, GTF2F1, GTF2F2, HABP4, HELZ2, HMX1, HMX2, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, HTATSF1, ING5, JMJD6, KDM1A, KHDRBS1, KHSRP, LRRFIP1, MAGOH, MBNL3, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NFYA, NONO, NUP98, PABPC1, PCBP1, PHF5A, PHOX2A, PIK3R1, POLR2A, POLR2D, POLR2G, POLR2K, POLR2L, PPARGC1A, PPIE, PPP2CA, PPP2R1A, SOX14, TACO1, WNT10B, YTHDF1, ZHX2, ZKSCAN4
GO:0006354	BP	e	DNA-templated transcription, elongation	19/404	71/58581	3.506491144813221e-25	8	19	5.410165187332319e-21	5.273763603009002e-21	5.38667169666207e-21	7.956125275488705e-23	CDK12, CDK13, GTF2F1, GTF2F2, IWS1, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0010629	BP	e	negative regulation of gene expression	57/404	1610/58581	5.8836796276652075e-24	6	57	9.077929297524648e-20	8.849055705742883e-20	9.037920276056525e-20	1.3156419271774853e-21	AFF2, C1QBP, CASC3, CCAR2, CELF1, CELF4, CIR1, CIRBP, DCPS, DDX17, DDX20, DDX5, DYRK1A, EIF4A3, ERN1, FAM172A, FMR1, GCFC2, HELZ2, HMX1, HNRNPA2B1, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, KDM1A, KHDRBS1, KHSRP, LRRFIP1, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, MIF, NCBP1, NCBP2, NOL3, NONO, PABPC1, POLR2D, POLR2G, PPP2CA, PPP2R1A, SOX14, WNT10B, ZHX2
