# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0006368	BP	e	transcription elongation from RNA polymerase II promoter	19/205	68/58581	2.657470239146165e-31	9	19	4.100210831978618e-27	3.996835937834715e-27	4.081077046256765e-27	5.616727167093998e-29	CDK12, CDK13, GTF2F1, GTF2F2, IWS1, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0034622	BP	e	cellular protein-containing complex assembly	38/205	809/58581	3.5521224295853567e-31	5	38	5.480569696607247e-27	5.342393067294344e-27	5.454639202871274e-27	7.40617526568547e-29	AAR2, C1QBP, CD2BP2, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CIRBP, CLNS1A, CLP1, CPSF7, CRNKL1, DDX1, DDX20, DDX23, DDX39B, DHX9, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HSPA1A, ISY1, LSM3, LSM4, LUC7L, LUC7L2, LUC7L3, NCBP1, NOL3, NUDT21, NUP98, POLR2D
GO:0048519	BP	e	negative regulation of biological process	77/205	4900/58581	5.7031405245918715e-31	3	77	8.799375515392798e-27	8.577524847290148e-27	8.757172275510819e-27	1.1732500687190398e-28	AFF2, C1QBP, CACTIN, CASC3, CCAR1, CCAR2, CD2BP2, CDK12, CDK13, CELF1, CELF4, CHERP, CIR1, CIRBP, CLK2, DCPS, DDX17, DDX20, DDX39B, DDX5, DHX9, DYRK1A, EIF4A3, ELAVL1, ERN1, FAM172A, FMR1, GCFC2, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, IK, IVNS1ABP, KDM1A, KHDRBS1, KHSRP, LGALS3, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LUC7L, MAGOH, MAGOHB, MBNL3, METTL14, METTL16, METTL3, MPHOSPH10, MYOD1, NCBP1, NCBP2, NOL3, NONO, NOVA1, NOVA2, PABPC1, PCBP2, PIK3R1, POLR2D, POLR2G, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A
GO:0006354	BP	e	DNA-templated transcription, elongation	19/205	71/58581	6.810696263623259e-31	8	19	1.0508223265144327e-26	1.0243288969765522e-26	1.0457143043167153e-26	1.3826609559400432e-28	CDK12, CDK13, GTF2F1, GTF2F2, IWS1, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0044260	BP	e	cellular macromolecule metabolic process	74/205	4507/58581	7.905573972377606e-31	4	74	1.2197510081981408e-26	1.1889985331373511e-26	1.2137427719791339e-26	1.5840922184391438e-28	ALYREF, AQR, CASC3, CDC5L, CDK12, CDK13, CELF3, CLK1, CLK2, CLK3, CLK4, CWC27, DCPS, DDX1, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ERN1, FASTK, GEMIN5, GTF2F1, GTF2F2, HNRNPD, HSPA1A, ISY1, IVNS1ABP, IWS1, JMJD6, KDM1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NONO, NUP98, PABPC1, PABPN1, PCBP2, PIK3R1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP1R8, PPP2CA, PPP2R1A, PPP4R2
GO:0034654	BP	e	nucleobase-containing compound biosynthetic process	41/205	1042/58581	1.281803105754855e-30	5	41	1.9776940118691656e-26	1.927832207804971e-26	1.9678241279548534e-26	2.5355051434220074e-28	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NUDT21, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A
GO:0009059	BP	e	macromolecule biosynthetic process	43/205	1242/58581	7.262706847067805e-30	4	43	1.1205630394340916e-25	1.0923113006016352e-25	1.1148981280933789e-25	1.4184342271317616e-27	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GEMIN5, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NUDT21, NUP98, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	61/205	3037/58581	1.3185269876270222e-29	5	61	2.0343552892097326e-25	1.9830649357886473e-25	2.023938926007479e-25	2.542944111512166e-27	AKAP8L, ALYREF, BRDT, BUD31, C1QBP, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF3, CELF4, CIRBP, DAZAP1, DDX17, DDX39B, DDX41, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ERN1, FMR1, FUS, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPK, HNRNPL, HNRNPLL, HNRNPR, HNRNPU, HSPA1A, HSPA8, JMJD6, KDM1A, KHDRBS1, KHSRP, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NUDT21, NUP98, PABPC1, PCBP1, PHF5A, PIK3R1, POLR2A, POLR2D, POLR2G, PPARGC1A, PPP2CA
GO:0018130	BP	e	heterocycle biosynthetic process	41/205	1109/58581	1.4377321244982935e-29	4	41	2.218276894888417e-25	2.162349492960088e-25	2.2067750378924307e-25	2.738613450479527e-27	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NUDT21, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A
GO:0048518	BP	e	positive regulation of biological process	81/205	5744/58581	1.4682718747658554e-29	3	81	2.265396675576238e-25	2.20828128538577e-25	2.253503673390635e-25	2.7626788726539488e-27	ACIN1, AKAP8L, ALYREF, BRDT, BUD31, C1QBP, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF3, CELF4, CHERP, CIRBP, CTNNBL1, DAZAP1, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ERN1, ESRP2, FMR1, FUS, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPLL, HNRNPR, HNRNPU, HSPA1A, HSPA8, JMJD6, KDM1A, KHDRBS1, KHSRP, LGALS3, LSM10, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NONO, NUDT21, NUP98, PABPC1, PCBP1, PHF5A, PIK3R1, PLRG1, POLR2A, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2K, POLR2L, PPARGC1A, PPIE, PPIH, PPP2CA, PPP2R1A
GO:0019438	BP	e	aromatic compound biosynthetic process	41/205	1119/58581	2.034095851412362e-29	4	41	3.1384064891441334e-25	3.0592806949129003e-25	3.121726903162552e-25	3.781212637523052e-27	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NUDT21, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A
GO:0006405	BP	e	RNA export from nucleus	21/205	126/58581	2.8890955504605383e-29	8	21	4.457585524805565e-25	4.3452004669031145e-25	4.433606031736742e-25	5.306649434292338e-27	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, HNRNPA1, HNRNPA2B1, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0034660	BP	e	ncRNA metabolic process	31/205	496/58581	2.9816837276964854e-29	7	31	4.600439823462908e-25	4.484453109790337e-25	4.575393680150257e-25	5.412282145250479e-27	CELF3, CLP1, CPSF3, DDX1, DDX17, DDX47, EIF4A3, FRG1, GEMIN4, GTF2F1, GTF2F2, HNRNPA2B1, KHSRP, LSM6, METTL16, METTL3, MPHOSPH10, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0006406	BP	e	mRNA export from nucleus	20/205	105/58581	3.566222510646055e-29	9	20	5.502324711675798e-25	5.3635995929139455e-25	5.472011820335307e-25	6.398051990320696e-27	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, HNRNPA2B1, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0006417	BP	e	regulation of translation	27/205	325/58581	6.81593686235574e-29	7	27	1.0516308984928671e-24	1.0251170831635961e-24	1.0457691927912411e-24	1.2087711476929508e-26	C1QBP, CASC3, CELF1, CELF4, CIRBP, DDX1, DDX39B, DHX9, EIF4A3, ELAVL1, FMR1, GEMIN5, HABP4, HNRNPD, HNRNPL, HNRNPR, KHDRBS1, KHSRP, MAGOH, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G
GO:0043933	BP	e	protein-containing complex subunit organization	48/205	1755/58581	7.833552172043003e-29	3	48	1.2086387646245148e-24	1.1781664524749018e-24	1.2018235742348375e-24	1.3626631373969014e-26	AAR2, AHNAK, BRDT, C1QBP, CD2BP2, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CIRBP, CLNS1A, CLP1, CPSF7, CRNKL1, DDX1, DDX20, DDX23, DDX39B, DHX8, DHX9, ELAVL1, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HSPA1A, HSPA8, ISY1, KHDRBS1, KHDRBS3, LSM3, LSM4, LUC7L, LUC7L2, LUC7L3, NCBP1, NOL3, NUDT21, NUP98, POLR2D, PPARGC1A, PPIH, PPP2R1A
GO:0065003	BP	e	protein-containing complex assembly	45/205	1486/58581	7.860329200098789e-29	4	45	1.2127701922832422e-24	1.1821937181979664e-24	1.2058531025871553e-24	1.3626631373969014e-26	AAR2, AHNAK, C1QBP, CD2BP2, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CIRBP, CLNS1A, CLP1, CPSF7, CRNKL1, DDX1, DDX20, DDX23, DDX39B, DHX9, ELAVL1, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, HSPA1A, ISY1, KHDRBS1, KHDRBS3, LSM3, LSM4, LUC7L, LUC7L2, LUC7L3, NCBP1, NOL3, NUDT21, NUP98, POLR2D, PPARGC1A, PPIH, PPP2R1A
GO:0031325	BP	e	positive regulation of cellular metabolic process	61/205	3145/58581	8.618012880504225e-29	5	61	1.3296732073329967e-24	1.2961493636364759e-24	1.322003175869348e-24	1.4774146748144408e-26	AKAP8L, ALYREF, BRDT, BUD31, C1QBP, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF3, CELF4, CIRBP, DAZAP1, DDX17, DDX39B, DDX41, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ERN1, FMR1, FUS, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPK, HNRNPL, HNRNPLL, HNRNPR, HNRNPU, HSPA1A, HSPA8, JMJD6, KDM1A, KHDRBS1, KHSRP, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NUDT21, NUP98, PABPC1, PCBP1, PHF5A, PIK3R1, POLR2A, POLR2D, POLR2G, PPARGC1A, PPP2CA
GO:1903313	BP	e	positive regulation of mRNA metabolic process	18/205	75/58581	2.3164554383327597e-28	8	18	3.574059095803615e-24	3.483949587821446e-24	3.55321099685862e-24	3.9275374679160605e-26	CELF3, CELF4, CIRBP, DAZAP1, HMX2, HNRNPD, HNRNPR, HSPA8, KHSRP, METTL14, METTL16, METTL3, NCBP1, NCBP2, NUDT21, NUP98, PABPC1, POLR2G
GO:0034655	BP	e	nucleobase-containing compound catabolic process	28/205	384/58581	2.4076197970127174e-28	5	28	3.714716584810922e-24	3.621060807226401e-24	3.6928072446581056e-24	4.037735418272741e-26	CASC3, DCPS, DDX5, EIF4A3, ERN1, HNRNPD, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP1R8, PPP2CA, PPP2R1A
GO:0033120	BP	e	positive regulation of RNA splicing	15/205	36/58581	4.474688433394245e-28	8	15	6.90399678388398e-24	6.729932579395392e-24	6.862829650296753e-24	7.423652455789226e-26	CELF3, CELF4, CIRBP, DAZAP1, DYRK1A, ERN1, HABP4, HMX2, HNRNPLL, HSPA1A, HSPA8, NCBP1, NUP98, PIK3R1, POLR2A
GO:1901362	BP	e	organic cyclic compound biosynthetic process	41/205	1251/58581	1.474089886106153e-27	4	41	2.2743732852731833e-23	2.2170315759700597e-23	2.2606642493323963e-23	2.419546048162961e-25	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NUDT21, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A
GO:0051168	BP	e	nuclear export	21/205	154/58581	2.5151666392352596e-27	7	21	3.880650607676082e-23	3.7828112861833375e-23	3.857008041267271e-23	4.0848953765011394e-25	ALYREF, CASC3, CDC40, CPSF1, CPSF2, CPSF3, CPSF4, DDX39A, DDX39B, DHX38, EIF4A3, FIP1L1, HNRNPA1, HNRNPA2B1, MAGOH, MAGOHB, NCBP1, NCBP2, NUP98, PABPN1, POLR2D
GO:0034248	BP	e	regulation of cellular amide metabolic process	27/205	376/58581	3.503466030560181e-27	5	27	5.405497738551303e-23	5.269213830377685e-23	5.372214811260982e-23	5.630726810990941e-25	C1QBP, CASC3, CELF1, CELF4, CIRBP, DDX1, DDX39B, DHX9, EIF4A3, ELAVL1, FMR1, GEMIN5, HABP4, HNRNPD, HNRNPL, HNRNPR, KHDRBS1, KHSRP, MAGOH, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G
GO:0046700	BP	e	heterocycle catabolic process	28/205	430/58581	5.580362220468825e-27	4	28	8.60994086996135e-23	8.39286624563331e-23	8.556369392644849e-23	8.876227700991083e-25	CASC3, DCPS, DDX5, EIF4A3, ERN1, HNRNPD, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP1R8, PPP2CA, PPP2R1A
GO:0044270	BP	e	cellular nitrogen compound catabolic process	28/205	431/58581	5.950570331928393e-27	4	28	9.181134965132317e-23	8.949659342527944e-23	9.123414432912612e-23	9.368505066461548e-25	CASC3, DCPS, DDX5, EIF4A3, ERN1, HNRNPD, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP1R8, PPP2CA, PPP2R1A
GO:0060964	BP	e	regulation of gene silencing by miRNA	16/205	55/58581	7.343589933257436e-27	8	16	1.1330424908022897e-22	1.1044761188894802e-22	1.1258457726676974e-22	1.1444873644467574e-24	DDX5, DHX9, ELAVL1, FMR1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	42/205	1405/58581	1.1217840828115591e-26	4	42	1.7308006613699546e-22	1.687163555258761e-22	1.7196949989501202e-22	1.7308006613699547e-24	CDK12, CDK13, CELF3, CLP1, CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF1, CSTF2, CSTF2T, CSTF3, DDX5, DHX9, ECD, FIP1L1, GEMIN5, GTF2F1, GTF2F2, IVNS1ABP, IWS1, LSM10, NCBP1, NCBP2, NUDT21, PABPN1, PAPOLA, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A
GO:0060147	BP	e	regulation of posttranscriptional gene silencing	16/205	57/58581	1.4206420243498037e-26	7	16	2.1919085793693123e-22	2.136645977846923e-22	2.1777021591258142e-22	2.1489299797738354e-24	DDX5, DHX9, ELAVL1, FMR1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0060966	BP	e	regulation of gene silencing by RNA	16/205	57/58581	1.4206420243498037e-26	7	16	2.1919085793693123e-22	2.136645977846923e-22	2.1777021591258142e-22	2.1489299797738354e-24	DDX5, DHX9, ELAVL1, FMR1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0019439	BP	e	aromatic compound catabolic process	28/205	445/58581	1.438530057131529e-26	4	28	2.219508025148236e-22	2.1635495838501035e-22	2.2048350185654945e-22	2.1548621603380935e-24	CASC3, DCPS, DDX5, EIF4A3, ERN1, HNRNPD, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP1R8, PPP2CA, PPP2R1A
GO:1901361	BP	e	organic cyclic compound catabolic process	28/205	478/58581	1.0285453629408061e-25	4	28	1.5869426404813698e-21	1.5469324960778823e-21	1.5763486232430795e-21	1.52590638507824e-23	CASC3, DCPS, DDX5, EIF4A3, ERN1, HNRNPD, HSPA1A, KHSRP, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, METTL14, METTL16, METTL3, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP1R8, PPP2CA, PPP2R1A
GO:0098787	BP	e	mRNA cleavage involved in mRNA processing	11/205	14/58581	2.648227851299181e-25	9	11	4.085950751769506e-21	3.982935384084732e-21	4.058409182115995e-21	3.8566793385757617e-23	CPSF1, CPSF3, CPSF4, CPSF7, CSTF2, CSTF2T, ERN1, FIP1L1, NCBP1, NCBP2, NUDT21
GO:0042795	BP	e	snRNA transcription by RNA polymerase II	16/205	67/58581	2.674604246727633e-25	12	16	4.126646892276065e-21	4.022605489738613e-21	4.098563547685425e-21	3.8566793385757617e-23	GTF2F1, GTF2F2, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0009301	BP	e	snRNA transcription	16/205	67/58581	2.674604246727633e-25	11	16	4.126646892276065e-21	4.022605489738613e-21	4.098563547685425e-21	3.8566793385757617e-23	GTF2F1, GTF2F2, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0098781	BP	e	ncRNA transcription	17/205	86/58581	2.895338613407225e-25	10	17	4.467217946626008e-21	4.3545900352150815e-21	4.43623782346255e-21	4.1363129135426e-23	CELF3, GTF2F1, GTF2F2, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0048522	BP	e	positive regulation of cellular process	71/205	5078/58581	2.9791102073478006e-25	4	71	4.596469138916922e-21	4.480582534509811e-21	4.564294748677565e-21	4.216944164143964e-23	ACIN1, AKAP8L, ALYREF, BRDT, BUD31, C1QBP, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CELF3, CELF4, CHERP, CIRBP, CTNNBL1, DAZAP1, DDX1, DDX17, DDX20, DDX39B, DDX41, DDX5, DHX9, DYRK1A, ECD, EIF4A3, ELAVL1, ERN1, ESRP2, FMR1, FUS, GTF2F1, GTF2F2, HABP4, HMX2, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPK, HNRNPL, HNRNPLL, HNRNPR, HNRNPU, HSPA1A, HSPA8, JMJD6, KDM1A, KHDRBS1, KHSRP, LGALS3, LSM10, METTL14, METTL16, METTL3, MYOD1, NCBP1, NCBP2, NUDT21, NUP98, PABPC1, PCBP1, PHF5A, PIK3R1, PLRG1, POLR2A, POLR2D, POLR2G, PPARGC1A, PPP2CA, PPP2R1A
GO:0016073	BP	e	snRNA metabolic process	17/205	94/58581	1.4948928377430933e-24	8	17	2.3064701593538187e-20	2.2483192206972777e-20	2.290175827422419e-20	2.096791053958017e-22	GTF2F1, GTF2F2, METTL16, NCBP1, NCBP2, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0000956	BP	e	nuclear-transcribed mRNA catabolic process	20/205	181/58581	3.538551712882533e-24	9	20	5.45963143780646e-20	5.321982705808059e-20	5.420707368964753e-20	4.918586880906721e-22	CASC3, DCPS, DDX5, EIF4A3, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, MAGOH, MAGOHB, NCBP1, NCBP2, PABPC1, POLR2D, POLR2G, PPP2CA, PPP2R1A
GO:0061013	BP	e	regulation of mRNA catabolic process	18/205	137/58581	2.819673531804888e-23	8	18	4.3504742922217615e-19	4.2407897326067693e-19	4.3191759160187274e-19	3.884352046626573e-21	CIRBP, DHX9, ELAVL1, FMR1, HNRNPA0, HNRNPC, HNRNPD, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, KHSRP, METTL14, METTL16, METTL3, PABPC1, POLR2G
GO:1903312	BP	e	negative regulation of mRNA metabolic process	15/205	68/58581	3.2341964106075215e-23	8	15	4.990041641926345e-19	4.864232251227556e-19	4.953818642127541e-19	4.415966054802075e-21	C1QBP, CELF4, CIRBP, DHX9, DYRK1A, ELAVL1, FMR1, HNRNPA0, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPU, PABPC1
GO:0060968	BP	e	regulation of gene silencing	16/205	89/58581	3.928764079633941e-23	6	16	6.061690098467207e-19	5.908862207917051e-19	6.017295064367344e-19	5.317272016199305e-21	DDX5, DHX9, ELAVL1, FMR1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L
GO:0090501	BP	e	RNA phosphodiester bond hydrolysis	18/205	142/58581	5.527007301779273e-23	7	18	8.527619565915241e-19	8.312620433907055e-19	8.464611682674957e-19	7.415321361665426e-21	CPSF1, CPSF2, CPSF3, CPSF4, CPSF7, CSTF2, CSTF2T, CSTF3, DBR1, DCPS, ERN1, FIP1L1, NCBP1, NCBP2, NUDT21, PCF11, POLR2I, PPP1R8
GO:0043488	BP	e	regulation of mRNA stability	17/205	115/58581	5.810491356117851e-23	9	17	8.965007113354234e-19	8.738980526107959e-19	8.898186462758878e-19	7.728454408063995e-21	CIRBP, DHX9, ELAVL1, FMR1, HNRNPA0, HNRNPC, HNRNPD, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, KHSRP, METTL14, METTL16, METTL3, PABPC1
GO:0098789	BP	e	pre-mRNA cleavage required for polyadenylation	10/205	13/58581	6.250008645474974e-23	10	10	9.643138339103339e-19	9.400014644769119e-19	9.570638238815828e-19	8.241998580430203e-21	CPSF1, CPSF3, CPSF4, CPSF7, CSTF2, CSTF2T, FIP1L1, NCBP1, NCBP2, NUDT21
GO:0006283	BP	e	transcription-coupled nucleotide-excision repair	15/205	73/58581	1.0441526173010344e-22	9	15	1.611023073233766e-18	1.570405810735935e-18	1.598806487611344e-18	1.365273790876073e-20	AQR, ISY1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPIE
GO:0043487	BP	e	regulation of RNA stability	17/205	122/58581	1.6740114893829326e-22	7	17	2.582832326968927e-18	2.51771371982086e-18	2.5630789913942083e-18	2.1704473335873332e-20	CIRBP, DHX9, ELAVL1, FMR1, HNRNPA0, HNRNPC, HNRNPD, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, KHSRP, METTL14, METTL16, METTL3, PABPC1
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	42/205	1818/58581	2.049725568996035e-22	6	42	3.1625215804039824e-18	3.082787794264915e-18	3.1381298461329295e-18	2.6354346503366522e-20	AKAP8L, ALYREF, BRDT, BUD31, C1QBP, CCAR1, CCAR2, CDC5L, CDK12, CDK13, CIRBP, DDX17, DDX39B, DDX41, DHX9, ECD, EIF4A3, ELAVL1, FMR1, FUS, GTF2F1, GTF2F2, HABP4, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPK, HNRNPL, HNRNPU, JMJD6, KDM1A, KHDRBS1, METTL3, MYOD1, NUP98, PABPC1, PCBP1, PHF5A, PIK3R1, POLR2D, POLR2G, PPARGC1A
GO:0031324	BP	e	negative regulation of cellular metabolic process	47/205	2386/58581	3.1003341235425824e-22	5	47	4.78350551921385e-18	4.662903336314177e-18	4.7463015097313396e-18	3.953310346457728e-20	C1QBP, CACTIN, CCAR1, CCAR2, CD2BP2, CELF1, CELF4, CIR1, CIRBP, CLK2, DDX20, DDX5, DHX9, DYRK1A, EIF4A3, ELAVL1, FAM172A, FMR1, GCFC2, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPK, HNRNPL, HNRNPR, HNRNPU, HSPA1A, HSPA8, IVNS1ABP, KDM1A, KHDRBS1, KHSRP, LGALS3, METTL14, METTL16, METTL3, MPHOSPH10, NOL3, NONO, PABPC1, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A
