chrom_start_end	Annotation
chr3_167438400_167439000	5_TxWk
chr6_27247400_27247600	2_TssAFlnk
chr3_32912600_32915800	13_ReprPC
chr1_31629200_31629400	2_TssAFlnk
chr7_77224600_77227800	4_Tx
chr14_97559400_97571000	15_Quies
chr3_140965400_140982000	14_ReprPCWk
chr18_25641600_25645000	15_Quies
chr15_43761600_43763400	6_EnhG
chr2_148539800_148540600	7_Enh
chr11_33079000_33085200	5_TxWk
chr11_32408000_32408400	3_TxFlnk
chr7_120673600_120677400	6_EnhG
chr14_101830600_101831000	14_ReprPCWk
chr5_178288200_178290200	6_EnhG
chr11_2810000_2810600	7_Enh
chr7_148394200_148395400	2_TssAFlnk
chr7_100821200_100821800	13_ReprPC
chr5_113537600_113948600	15_Quies
chr7_107000200_107001400	8_ZNF/Rpts
chr1_38301600_38303800	5_TxWk
chr14_90799000_90802000	5_TxWk
chr19_9649800_9650600	9_Het
chr2_197254200_197255000	7_Enh
chr3_16593000_16593200	5_TxWk
chr19_44597800_44599800	1_TssA
chr16_79876400_79880200	2_TssAFlnk
chr10_896800_897600	5_TxWk
chr3_121236600_121244200	5_TxWk
chr1_212476600_212476800	6_EnhG
chr5_88095800_88096600	4_Tx
chr13_30029200_30029400	2_TssAFlnk
chr3_129695400_129720000	14_ReprPCWk
chr1_241680600_241681800	1_TssA
chr8_141352400_141353200	7_Enh
chr7_3095000_3097200	13_ReprPC
chr14_71823600_71826600	5_TxWk
chr8_124190600_124192200	2_TssAFlnk
chr13_93853200_93860000	15_Quies
chr1_120159800_120166600	5_TxWk
chr5_32542200_32543200	7_Enh
chr8_86869000_86872800	5_TxWk
chr3_196336400_196337400	7_Enh
chr10_21653600_21654200	7_Enh
chr7_72895400_72896200	5_TxWk
chr5_13660000_13660200	9_Het
chr16_88973200_88975600	5_TxWk
chr17_8371200_8375000	5_TxWk
chr11_74171400_74172200	3_TxFlnk
chr1_40975400_40975800	13_ReprPC
chr16_25180400_25181200	4_Tx
chr1_213291600_213292200	4_Tx
chr3_177334400_177337800	5_TxWk
chr11_8694000_8702200	5_TxWk
chr5_151011600_151012200	13_ReprPC
chr3_137890400_137892200	4_Tx
chr19_4401000_4401600	7_Enh
chr12_22830600_22833600	4_Tx
chr3_42823800_42827600	4_Tx
chr1_36649400_36652400	14_ReprPCWk
chr1_243494400_243495200	4_Tx
chr22_50623800_50625200	1_TssA
chr5_75015600_75017200	5_TxWk
chr4_78876200_78916800	15_Quies
chr15_38549800_38550200	2_TssAFlnk
chr11_69325600_69329000	13_ReprPC
chr15_71184200_71185200	1_TssA
chr3_115485400_115486400	7_Enh
chr10_1012600_1013800	13_ReprPC
chr12_70022200_70022800	7_Enh
chr15_29964800_29966200	7_Enh
chr15_101810800_101816200	4_Tx
chr1_29529400_29531600	6_EnhG
chr10_21605000_21605400	7_Enh
chr1_196903400_196986800	15_Quies
chr7_27711400_27717000	5_TxWk
chr3_23985200_23985600	7_Enh
chr17_48498400_48499200	1_TssA
chr14_75950400_75950600	7_Enh
chr4_55455400_55514400	15_Quies
chr7_150924800_150925600	2_TssAFlnk
chr2_68420400_68421200	2_TssAFlnk
chr2_177137600_177138000	6_EnhG
chr14_73514800_73521400	5_TxWk
chr10_98443200_98445800	5_TxWk
chr2_48365600_48366800	7_Enh
chr12_23574400_23575600	7_Enh
chr7_884400_885000	8_ZNF/Rpts
chr11_118935000_118935600	5_TxWk
chr2_169975200_169976600	15_Quies
chr14_75355000_75355800	2_TssAFlnk
chr6_33198600_33201000	13_ReprPC
chr3_14888800_14889200	7_Enh
chr2_74220600_74225000	7_Enh
chr3_171356000_171356800	4_Tx
chr20_22411600_22429600	15_Quies
chr22_23462400_23462600	12_EnhBiv
chr15_41247600_41249000	7_Enh
chr2_201746200_201747600	5_TxWk
chr4_122618600_122619000	2_TssAFlnk
chr8_37672200_37679000	15_Quies
chr9_4803200_4803600	5_TxWk
chr16_84131800_84135200	5_TxWk
chr10_133759000_133760600	5_TxWk
chr1_230108000_230108200	2_TssAFlnk
chr8_117602800_117631000	14_ReprPCWk
chr1_55691600_55694800	9_Het
chr3_185846000_185846400	13_ReprPC
chrX_135832800_135841800	15_Quies
chr10_30707400_30708200	2_TssAFlnk
chr1_54355200_54355800	1_TssA
chr21_36582600_36583000	7_Enh
chr12_70652400_70653000	7_Enh
chr9_135214200_135215400	5_TxWk
chr2_219663600_219665000	7_Enh
chr1_100458200_100458400	5_TxWk
chr20_35373000_35373200	7_Enh
chr2_65662800_65664200	1_TssA
chr6_14475200_14476600	7_Enh
chr12_56610600_56614400	5_TxWk
chr14_100166000_100169400	15_Quies
chr4_68412000_68412400	7_Enh
chr9_110311000_110336200	15_Quies
chr10_32637000_32638400	2_TssAFlnk
chr6_31864200_31864800	2_TssAFlnk
chr1_110486000_110486800	15_Quies
chr17_7603600_7604200	7_Enh
chr4_184356200_184361600	5_TxWk
chr3_128209400_128210000	3_TxFlnk
chr16_16056600_16059800	5_TxWk
chr1_62905800_62906400	3_TxFlnk
chr8_54919800_54923800	5_TxWk
chr11_74256800_74268800	15_Quies
chr18_13437600_13438600	13_ReprPC
chr11_3626400_3627200	7_Enh
chr19_34656200_34656600	2_TssAFlnk
chr20_58663200_58664000	13_ReprPC
chr6_126109200_126109800	5_TxWk
chr3_170522400_170524000	5_TxWk
chr16_58016600_58018000	5_TxWk
chr13_52160400_52161200	5_TxWk
chr22_18124600_18125600	5_TxWk
chr1_33187200_33188800	7_Enh
chr4_49102600_49104600	5_TxWk
chr7_64120400_64126000	15_Quies
chr6_27324800_27329200	9_Het
chr16_71634600_71635200	13_ReprPC
chr9_96304200_96305400	5_TxWk
chr4_170537400_170538200	7_Enh
chr3_49207200_49208200	7_Enh
chr11_71933400_71934000	2_TssAFlnk
chr16_58550600_58550800	3_TxFlnk
chr14_34448400_34454600	15_Quies
chr22_41491800_41492000	2_TssAFlnk
chr8_41636800_41638600	4_Tx
chr22_33015400_33016000	7_Enh
chr13_98911600_99035200	14_ReprPCWk
chr17_59545200_59545400	2_TssAFlnk
chr17_76390400_76392000	4_Tx
chr8_106457600_106466400	5_TxWk
chr4_802400_806400	14_ReprPCWk
chr11_36111600_36113800	7_Enh
chr5_114879200_114881000	1_TssA
chr7_43014000_43014800	7_Enh
chr1_109968000_109970200	1_TssA
chr4_25925000_25925400	4_Tx
chr17_8375000_8375400	4_Tx
chr1_91287000_91288000	7_Enh
chr6_26202800_26203200	1_TssA
chr17_42165400_42172200	5_TxWk
chr21_36297600_36297800	7_Enh
chr6_140203000_140204800	7_Enh
chr8_56828800_56829400	6_EnhG
chr1_227429600_227430600	5_TxWk
chr2_74135400_74147800	15_Quies
chr7_106363800_106364000	2_TssAFlnk
chr14_23155600_23156000	7_Enh
chr1_155108000_155109200	1_TssA
chr1_207638200_207647200	5_TxWk
chr3_51569400_51572000	15_Quies
chr6_45152400_45153400	7_Enh
chr7_114374000_114404800	15_Quies
chr3_156268200_156270400	6_EnhG
chr4_83781200_83782800	4_Tx
chr5_88603800_88604800	7_Enh
chr11_12890200_12891000	7_Enh
chrX_53791800_53797800	15_Quies
chr8_125863400_125864400	7_Enh
chr6_170010000_170021200	15_Quies
chr2_9906200_9908400	5_TxWk
chr6_30829200_30829400	15_Quies
chr8_13065200_13065400	2_TssAFlnk
chr4_187901000_187982800	15_Quies
chr2_131913800_131914000	7_Enh
chr6_91079600_91081200	7_Enh
chr1_233740400_233742800	5_TxWk
chr3_40907800_40908200	7_Enh
chrX_53957800_53992000	5_TxWk
chr6_134776200_134791000	15_Quies
chr13_42850600_42851000	2_TssAFlnk
chr2_118842000_118842600	13_ReprPC
chr15_93569600_93573600	5_TxWk
chr2_232570600_232571000	2_TssAFlnk
chr8_29948000_29948600	7_Enh
chr19_16726600_16727400	6_EnhG
chr6_4017400_4023000	1_TssA
chr17_7172200_7183400	15_Quies
chr1_235421800_235424200	4_Tx
chr5_74787200_74804600	5_TxWk
chr8_106435600_106437800	6_EnhG
chr1_33897000_33897200	2_TssAFlnk
chr4_8310000_8311000	7_Enh
chr11_210600_211400	6_EnhG
chr11_125815800_125817800	14_ReprPCWk
chr4_74090800_74096200	5_TxWk
chr11_12191600_12193600	5_TxWk
chr5_55391400_55391800	7_Enh
chr1_16383000_16385200	5_TxWk
chr16_74601800_74602200	7_Enh
chr2_241506400_241507400	2_TssAFlnk
chr1_118016400_118017000	7_Enh
chr17_61848200_61848600	1_TssA
chr10_52002200_52002400	12_EnhBiv
chr11_60691600_60691800	11_BivFlnk
chr2_27995800_27996000	2_TssAFlnk
chr6_27577600_27583600	5_TxWk
chr1_197644600_197645000	1_TssA
chr4_54238600_54243000	5_TxWk
chr16_15556600_15560600	15_Quies
chr1_26492600_26493000	5_TxWk
chr19_34796600_34806800	5_TxWk
chr3_134215200_134215600	2_TssAFlnk
chr2_9741200_9747400	5_TxWk
chr12_111179000_111179600	3_TxFlnk
chr2_242650400_242652000	4_Tx
chr11_68351200_68351600	6_EnhG
chr10_115603800_115604400	6_EnhG
chr11_114324800_114330200	5_TxWk
chr6_16323000_16323400	2_TssAFlnk
chr4_73398600_73402400	5_TxWk
chr1_112561400_112567200	14_ReprPCWk
chr1_16757000_16757200	2_TssAFlnk
chr19_17379600_17379800	7_Enh
chr12_104327600_104328000	4_Tx
chr22_37851000_37852200	7_Enh
chr7_109535400_109536200	9_Het
chr15_101677600_101678000	2_TssAFlnk
chr10_103443800_103450200	15_Quies
chr9_127525400_127527000	5_TxWk
chr16_4538800_4539400	7_Enh
chr1_173655800_173657400	5_TxWk
chr5_53212800_53214000	7_Enh
chr4_151172800_151185000	15_Quies
chr19_8115800_8116200	2_TssAFlnk
chr17_57156000_57157600	4_Tx
chr2_171785200_171786800	1_TssA
chr11_48018800_48022000	5_TxWk
chr1_24649000_24649400	11_BivFlnk
chr9_75091200_75093400	7_Enh
chr12_109890000_109890600	4_Tx
chr6_80218000_80218400	7_Enh
chr10_130498400_130512000	15_Quies
chr5_108477000_108477800	7_Enh
chr12_87531600_87757200	15_Quies
chr11_130058600_130064200	14_ReprPCWk
chr19_42578800_42579600	2_TssAFlnk
chr18_19956600_19997800	14_ReprPCWk
chr13_30009800_30027200	15_Quies
chr7_75949000_75949200	7_Enh
chr4_187527400_187528000	7_Enh
chr5_136892600_136904200	14_ReprPCWk
chr6_161208200_161211200	5_TxWk
chr14_36331600_36333000	7_Enh
chr11_68036800_68038600	3_TxFlnk
chr7_23385600_23386400	4_Tx
chr19_36652400_36653000	4_Tx
chr14_93192600_93192800	1_TssA
chr19_2274600_2275600	4_Tx
chr4_69134200_69147200	15_Quies
chr4_81141200_81146800	5_TxWk
chr1_40999000_40999400	4_Tx
chr1_90966800_90968800	14_ReprPCWk
chr20_48895000_48895400	7_Enh
chr6_31701600_31703400	3_TxFlnk
chr11_61409000_61409600	13_ReprPC
chr20_37082200_37084400	7_Enh
chr8_42976800_42981800	8_ZNF/Rpts
chr9_130821000_130821400	5_TxWk
chr9_35835200_35856600	14_ReprPCWk
chr20_33102600_33103200	2_TssAFlnk
chr3_42002600_42002800	2_TssAFlnk
chr1_144567800_144572600	5_TxWk
chr18_45450200_45451200	5_TxWk
chrX_49643200_49644600	1_TssA
chr6_34876000_34877000	7_Enh
chr22_48787200_48795800	14_ReprPCWk
chr15_88198400_88203600	5_TxWk
chr10_3871600_3872000	2_TssAFlnk
chr7_157382000_157383200	14_ReprPCWk
chr12_95396400_95397800	1_TssA
chr10_79634800_79646600	5_TxWk
chr12_132378600_132379200	5_TxWk
chr2_242213000_242213200	7_Enh
chr3_24226200_24227200	7_Enh
chr2_73155200_73166800	14_ReprPCWk
chr17_35307000_35308400	3_TxFlnk
chr4_184680600_184692200	14_ReprPCWk
chr16_68145600_68145800	7_Enh
chr7_75926200_75927000	7_Enh
chr19_53239200_53243800	9_Het
chr1_212016000_212016600	7_Enh
chr6_167402400_167406000	5_TxWk
chr17_74844600_74845000	2_TssAFlnk
chr16_67296600_67298600	7_Enh
chr15_69264400_69265000	2_TssAFlnk
chr3_131099200_131099600	7_Enh
chr22_29828000_29828600	7_Enh
chr22_45993400_45994200	7_Enh
chr16_57659400_57659600	7_Enh
chr7_84298600_84299200	7_Enh
chr2_71127200_71128000	1_TssA
chr2_20272000_20273600	5_TxWk
chr7_157677600_157689800	14_ReprPCWk
chr14_23235000_23235200	7_Enh
chr10_22265400_22266000	7_Enh
chr11_46015000_46018400	2_TssAFlnk
chr17_13539600_13539800	15_Quies
chr10_131914800_131926000	14_ReprPCWk
chr3_196856000_196858200	4_Tx
chr16_85200200_85200600	7_Enh
chr8_124645000_124647200	5_TxWk
chr19_49229200_49229800	5_TxWk
chr1_206942400_206943600	14_ReprPCWk
chr19_3028200_3028400	7_Enh
chr10_5849200_5850600	4_Tx
chr16_81491200_81491600	3_TxFlnk
chr19_48497800_48501800	15_Quies
chr16_84070800_84072000	14_ReprPCWk
chr17_38094000_38094400	5_TxWk
chr1_23965200_23966000	14_ReprPCWk
chr1_19869000_19872600	15_Quies
chr19_50429800_50431400	3_TxFlnk
chr7_103440000_103440400	7_Enh
chr8_142277000_142279000	5_TxWk
chr1_161227600_161227800	15_Quies
chr2_134746000_134746400	7_Enh
chr14_69282600_69283200	2_TssAFlnk
chr1_8121800_8122000	11_BivFlnk
chr6_659400_661400	7_Enh
chr3_12779600_12782400	14_ReprPCWk
chr21_44483000_44492600	4_Tx
chr12_123468800_123469400	3_TxFlnk
chr19_11378800_11379200	5_TxWk
chr1_198645200_198645400	7_Enh
chr10_48485400_48487200	13_ReprPC
chr4_1225000_1240200	5_TxWk
chr5_138603600_138604000	7_Enh
chr14_71351800_71353000	5_TxWk
chr15_75600000_75600600	7_Enh
chr8_99489200_99489600	7_Enh
chr2_12746600_12746800	7_Enh
chr3_171803400_171803600	7_Enh
chr1_151432600_151433000	7_Enh
chr3_52062400_52064000	7_Enh
chr3_197836400_197850400	15_Quies
chr4_54962800_54967000	14_ReprPCWk
chr1_905000_905400	9_Het
chr11_20982800_21037000	15_Quies
chr3_152800000_152820200	15_Quies
chr4_127803200_127815600	5_TxWk
chr3_10374600_10376000	13_ReprPC
chr9_98546400_98550000	13_ReprPC
chr1_92027000_92027600	7_Enh
chr10_102049400_102050200	7_Enh
chr8_103819400_103820000	2_TssAFlnk
chr12_31523800_31524000	2_TssAFlnk
chr2_37310000_37310200	6_EnhG
chr1_224052200_224052800	9_Het
chr19_46387000_46387200	2_TssAFlnk
chr1_92352400_92352600	7_Enh
chr1_12368400_12370000	4_Tx
chr1_191050400_191051800	9_Het
chr3_22620400_22652800	15_Quies
chr2_55382200_55383400	5_TxWk
chr9_112084200_112091000	15_Quies
chr16_75284800_75285800	1_TssA
chr16_83848200_83848800	14_ReprPCWk
chr11_119250800_119252000	2_TssAFlnk
chr3_26528600_26529400	9_Het
chr1_6480200_6480800	11_BivFlnk
chr11_97343000_97360400	15_Quies
chr2_148920800_148921200	7_Enh
chrX_70683800_70684000	6_EnhG
chr10_81184400_81193600	5_TxWk
chr9_96374400_96374600	8_ZNF/Rpts
chr17_37622400_37623000	5_TxWk
chr10_81089400_81090000	13_ReprPC
chr11_20100800_20102400	2_TssAFlnk
chr17_80252000_80252600	3_TxFlnk
chr21_37523400_37528000	14_ReprPCWk
chr11_57188200_57189000	4_Tx
chr7_151484200_151487600	14_ReprPCWk
chr3_181099800_181100800	9_Het
chr9_123861000_123861400	8_ZNF/Rpts
chr17_74102800_74116400	15_Quies
chrX_130131400_130132200	7_Enh
chr6_101717200_101868800	15_Quies
chr12_32427200_32442000	15_Quies
chr9_100393600_100394600	2_TssAFlnk
chr3_146261400_146263000	1_TssA
chr2_71098600_71099000	7_Enh
chr19_49316000_49316400	7_Enh
chr11_2785200_2786400	7_Enh
chr5_96070800_96071000	2_TssAFlnk
chr12_62998200_62998400	2_TssAFlnk
chr11_60793600_60796000	14_ReprPCWk
chr18_12884800_12885600	2_TssAFlnk
chr11_111752400_111752800	5_TxWk
chr21_17192000_17197600	5_TxWk
chr11_12172400_12172600	2_TssAFlnk
chr14_81900200_81900600	2_TssAFlnk
chr19_46013600_46014200	7_Enh
chr8_106427200_106427400	7_Enh
chr4_48215000_48220400	5_TxWk
chr10_98340800_98341000	7_Enh
chr6_11396400_11397200	9_Het
chr7_143028600_143034000	14_ReprPCWk
chr11_13069000_13096200	15_Quies
chr16_3448800_3449400	4_Tx
chr12_30815200_30815600	4_Tx
chr15_59838400_59838600	7_Enh
chr12_95443000_95451400	5_TxWk
chr6_157357800_157367400	5_TxWk
chr3_138546400_138548200	5_TxWk
chr2_169935000_169936600	5_TxWk
chr9_90001200_90003200	7_Enh
chr12_51482600_51483000	7_Enh
chr17_36946200_36952600	5_TxWk
chr16_67542200_67554800	15_Quies
chr7_157636400_157639400	13_ReprPC
chr7_134000400_134000600	2_TssAFlnk
chr10_121077000_121096200	15_Quies
chr1_44240400_44241600	5_TxWk
chr7_44241600_44242200	2_TssAFlnk
chr21_36650800_36651600	9_Het
chr22_38539400_38539600	2_TssAFlnk
chr1_23809600_23810400	2_TssAFlnk
chr2_168779800_168782600	4_Tx
chr11_46715400_46716600	7_Enh
chr20_61974800_61978200	14_ReprPCWk
chr2_139277000_139278000	7_Enh
chr2_96925400_96927200	6_EnhG
chr15_38700600_38722400	15_Quies
chr14_81684400_81687800	1_TssA
chr6_149176400_149176600	2_TssAFlnk
chr10_73815000_73818600	15_Quies
chr19_41331400_41331600	2_TssAFlnk
chr15_66504200_66505400	14_ReprPCWk
chr10_76818000_76818200	7_Enh
chr10_62535200_62536600	7_Enh
chr2_11822600_11828200	14_ReprPCWk
chr20_61828200_61828800	6_EnhG
chr17_17977800_17978000	7_Enh
chr18_9348200_9348600	7_Enh
chr19_40512400_40512800	7_Enh
chr16_71310600_71311000	2_TssAFlnk
chr21_43352400_43353000	2_TssAFlnk
chr3_183353200_183355000	1_TssA
chr5_2170600_2181000	14_ReprPCWk
chr1_25596200_25596400	7_Enh
chr16_58035800_58036200	2_TssAFlnk
chr5_177608400_177608800	5_TxWk
chr6_126251800_126252000	7_Enh
chr3_57757200_57768400	5_TxWk
chr3_28395800_28492800	15_Quies
chr1_87795400_87796600	2_TssAFlnk
chr6_83834000_83835400	7_Enh
chr1_156309600_156309800	15_Quies
chr16_84726000_84726800	7_Enh
chr11_55026600_55026800	9_Het
chr19_14579000_14579600	4_Tx
chr12_102311400_102312000	7_Enh
chr5_32339200_32341600	9_Het
chr17_80604400_80604800	3_TxFlnk
chr6_43188400_43193400	5_TxWk
chr4_174927600_174968400	15_Quies
chr12_113902800_113903000	12_EnhBiv
chr2_188445600_188445800	2_TssAFlnk
chr8_10628800_10631000	6_EnhG
chr12_93957600_93958400	7_Enh
chr1_36807200_36810000	4_Tx
chr15_82344200_82344600	7_Enh
chr16_30868000_30869800	7_Enh
chr14_24666800_24667200	2_TssAFlnk
chr11_72335400_72335600	12_EnhBiv
chr6_561600_563800	5_TxWk
chr20_4020000_4021800	5_TxWk
chr2_11295000_11296000	1_TssA
chrX_2376400_2381200	15_Quies
chrX_65148800_65151000	15_Quies
chr11_66361600_66362200	7_Enh
chr8_125862200_125863400	5_TxWk
chr5_159608800_159609400	7_Enh
chr6_41309400_41310400	13_ReprPC
chr2_233653600_233655800	5_TxWk
chr10_82422600_82423000	2_TssAFlnk
chr12_58229600_58230200	7_Enh
chr6_8138000_8143200	14_ReprPCWk
chr1_247521400_247522400	5_TxWk
chr1_145704200_145705000	7_Enh
chr3_97484400_97533600	15_Quies
chr1_870400_871000	13_ReprPC
chr19_42272800_42273400	13_ReprPC
chr15_31617600_31617800	2_TssAFlnk
chr2_202156400_202208400	15_Quies
chr1_203764600_203765400	1_TssA
chr21_17186000_17186600	8_ZNF/Rpts
chr3_49326800_49331800	5_TxWk
chr10_70407000_70407800	5_TxWk
chr7_116847800_116848400	7_Enh
chr7_116483600_116483800	11_BivFlnk
chr19_50000800_50002800	3_TxFlnk
chr15_42793000_42793600	3_TxFlnk
chr1_11997200_11998400	6_EnhG
chr19_36244600_36245600	4_Tx
chr1_1708400_1708800	3_TxFlnk
chr8_27967800_27969000	5_TxWk
chr2_238986400_238988400	5_TxWk
chr17_76274800_76278200	7_Enh
chr17_76333800_76334000	7_Enh
chr17_80435200_80446800	4_Tx
chr7_129607000_129607200	7_Enh
chr11_5554400_5556000	7_Enh
chr13_23930000_23931400	4_Tx
chr1_87464600_87466400	5_TxWk
chr7_106807000_106807600	5_TxWk
chr19_50443600_50443800	7_Enh
chr4_118028000_118046200	15_Quies
chr12_121063600_121063800	1_TssA
chr8_130996400_130996800	7_Enh
chr15_57575200_57576800	5_TxWk
chr19_10922400_10923600	2_TssAFlnk
chr2_242834200_242835600	7_Enh
chr12_55325000_55329800	7_Enh
chr1_38966000_38971600	14_ReprPCWk
chr11_63578600_63579400	7_Enh
chr1_91264800_91274400	5_TxWk
chr19_33200400_33200600	5_TxWk
chr3_53916600_53922000	5_TxWk
chr5_141387400_141388000	8_ZNF/Rpts
chr20_36751400_36752000	2_TssAFlnk
chr1_32714000_32715400	5_TxWk
chr5_114686600_114687800	7_Enh
chr7_29787600_29787800	7_Enh
chr22_31807600_31811600	5_TxWk
chr1_9718400_9719200	7_Enh
chrX_73206000_73221600	5_TxWk
chr3_45009800_45010800	2_TssAFlnk
chr17_39998600_40008200	5_TxWk
chr8_25294800_25295800	5_TxWk
chr13_40646600_40649000	14_ReprPCWk
chr17_36350200_36402800	14_ReprPCWk
chr18_9522000_9524000	4_Tx
chr1_39546400_39546600	7_Enh
chr2_191182800_191185000	1_TssA
chr9_126060800_126061600	7_Enh
chr21_43825000_43826400	7_Enh
chr6_27720200_27722200	1_TssA
chr2_30371800_30372000	2_TssAFlnk
chr8_117722600_117732600	5_TxWk
chr18_13011400_13021800	4_Tx
chr5_151152600_151155000	3_TxFlnk
chr6_110541200_110541400	8_ZNF/Rpts
chr16_67274800_67275800	3_TxFlnk
chr7_43254000_43255000	13_ReprPC
chr8_74816200_74821000	5_TxWk
chr6_147498000_147498800	7_Enh
chr4_53616800_53617000	10_TssBiv
chr12_112381200_112390800	5_TxWk
chrX_40127400_40131600	5_TxWk
chrX_98812600_98813600	9_Het
chr3_113765800_113774400	14_ReprPCWk
chr3_37272800_37273800	9_Het
chr9_95861800_95862600	5_TxWk
chr14_61186200_61188000	6_EnhG
chr22_22297600_22300800	4_Tx
chr6_26663000_26663600	13_ReprPC
chr1_227322600_227323200	6_EnhG
chr4_154418400_154419000	2_TssAFlnk
chr3_44998400_45002000	4_Tx
chr1_149946200_149948200	4_Tx
chr10_13158400_13160800	7_Enh
chr11_66080600_66080800	2_TssAFlnk
chr19_48281000_48282400	1_TssA
chr5_172730800_172731200	2_TssAFlnk
chr6_143773400_143814200	5_TxWk
chr6_7881000_7898800	4_Tx
chr16_16679600_16681800	5_TxWk
chr13_28139200_28154000	5_TxWk
chr16_22860000_22876400	14_ReprPCWk
chr11_36293600_36293800	7_Enh
chr6_84991600_85031000	15_Quies
chr4_1517200_1519200	14_ReprPCWk
chr20_707000_708600	5_TxWk
chr3_133372600_133373200	5_TxWk
chr5_149044400_149045600	7_Enh
chr2_37009200_37009400	11_BivFlnk
chr17_73509800_73510800	7_Enh
chr19_1169600_1169800	7_Enh
chr5_70832200_70833600	5_TxWk
chr2_48136200_48136400	7_Enh
chr1_51857200_51859400	4_Tx
chr3_100478600_100480200	5_TxWk
chr11_88159000_88162000	5_TxWk
chr17_71386200_71388000	13_ReprPC
chr7_158627600_158628400	2_TssAFlnk
chr1_52588200_52588800	7_Enh
chr16_81015200_81024400	5_TxWk
chr7_148706200_148714200	4_Tx
chr6_118003800_118004000	7_Enh
chr8_87354000_87354400	2_TssAFlnk
chr2_55463400_55464000	6_EnhG
chr22_23800200_23800400	7_Enh
chr18_10082000_10082200	15_Quies
chr7_156776600_156778400	14_ReprPCWk
chr8_22552400_22553600	1_TssA
chr1_109741200_109744400	7_Enh
chr2_175498800_175499600	2_TssAFlnk
chr1_23874400_23876000	7_Enh
chr3_39424400_39426400	1_TssA
chr19_11194600_11194800	7_Enh
chr2_46299200_46324800	14_ReprPCWk
chr8_97263400_97265000	4_Tx
chr10_44069200_44070200	1_TssA
chr1_162359200_162359600	7_Enh
chr11_111911600_111916000	6_EnhG
chr11_67896200_67896600	2_TssAFlnk
chr21_40467400_40470000	13_ReprPC
chr10_5337400_5338200	7_Enh
chr1_40071800_40072000	2_TssAFlnk
chr17_61861200_61862200	5_TxWk
chr7_143633800_143635800	5_TxWk
chr8_27949800_27950000	1_TssA
chr1_117908400_117909000	2_TssAFlnk
chr11_44799000_44802000	7_Enh
chr1_227751000_227752000	1_TssA
chr21_40560600_40566400	5_TxWk
chr16_8617400_8623000	14_ReprPCWk
chrX_62648400_62652400	5_TxWk
chr2_145439600_145440400	2_TssAFlnk
chr12_122152200_122153400	7_Enh
chr19_1112400_1113400	2_TssAFlnk
chr10_61725200_61727200	7_Enh
chr11_113756600_113756800	7_Enh
chr2_8809600_8810400	5_TxWk
chr20_21307800_21312400	5_TxWk
chr16_85840600_85844000	5_TxWk
chr3_125086000_125087200	7_Enh
chr2_38599400_38602000	6_EnhG
chr6_32079200_32079400	7_Enh
chr19_11079000_11080000	6_EnhG
chr5_96069600_96070800	7_Enh
chr3_9014200_9015000	7_Enh
chr8_97244200_97245200	5_TxWk
chr17_6400800_6416000	14_ReprPCWk
chr5_79390600_79400400	14_ReprPCWk
chr7_155062000_155062200	12_EnhBiv
chr5_87712600_87713200	7_Enh
chr12_121046800_121049200	14_ReprPCWk
chr10_102637800_102640600	14_ReprPCWk
chr9_133997400_133998400	13_ReprPC
