folder_name	encode_expt_accession	common_name	eid	rep_folder	encode_biosample_ids	rsem_quant_file	system	organ	cell_type	color	lab	sex	biosample_type	biosample_term_id	biosample_term_name	life_stage	age	age_units	treatments	description
ENCSR642GSA.Primary_T_CD8+_naive_cells_from_peripheral_blood.UCSF_Costello	ENCSR642GSA	Primary_T_CD8+_naive_cells_from_peripheral_blood	E047	GSM669619	ENCBS584BLX	/mnt/data/integrative/rna/ENCSR642GSA.Primary_T_CD8+_naive_cells_from_peripheral_blood.UCSF_Costello/quant/rsem/GSM669619/Quant.genes.results	Blood	Blood	T-cell	#55A354	UCSF_Costello	male	primary cell	CL:0000625	CD8-positive, alpha-beta T cell	adult	29	year		Naive CD8+, CD45RA+ alpha-beta T cell from a healthy 29 year old Asian/Oriental/Hawaiian/Eskimo male donor. Cells were provided by Arthur Weiss lab.
ENCSRMAR045.Primary_T_cells_effector_memory_enriched_from_peripheral_blood.Broad_Bernstein	ENCSRMAR045	Primary_T_cells_effector_memory_enriched_from_peripheral_blood	E045	E045	ENCBS_E045	/mnt/data/integrative/rna/ENCSRMAR045.Primary_T_cells_effector_memory_enriched_from_peripheral_blood.Broad_Bernstein/quant/rsem/E045/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000905	Primary_T_cells_effector_memory_enriched_from_peripheral_blood	adult	unknown			Primary_T_cells_effector_memory_enriched_from_peripheral_blood
ENCSR763CQW.Primary_T_cells_from_peripheral_blood.FHCRC_Heimfeld	ENCSR763CQW	Primary_T_cells_from_peripheral_blood	E034	GSM1220574	ENCBS495KDC	/mnt/data/integrative/rna/ENCSR763CQW.Primary_T_cells_from_peripheral_blood.FHCRC_Heimfeld/quant/rsem/GSM1220574/Quant.genes.results	Blood	Blood	T-cell	#55A354	FHCRC_Heimfeld	male	primary cell	CL:0000084	T-cell	adult	37	year		Flow sorted CD3+ primary cells, from cord blood of a 37 year old healthy Hispanic male. Cells provided by the Shelly Heimfeld lab at FHCRC.
ENCSRMAR040.Primary_T_helper_1_memory_cells_from_peripheral_blood.Broad_Bernstein	ENCSRMAR040	Primary_T_helper_1_memory_cells_from_peripheral_blood	E040	E040	ENCBS070HZP	/mnt/data/integrative/rna/ENCSRMAR040.Primary_T_helper_1_memory_cells_from_peripheral_blood.Broad_Bernstein/quant/rsem/E040/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000813	Primary_T_helper_1_memory_cells_from_peripheral_blood	adult	unknown			Primary_T_helper_1_memory_cells_from_peripheral_blood
ENCSRMAR042.Primary_T_helper_17_cells_PMA-I_stimulated.Broad_Bernstein	ENCSRMAR042	Primary_T_helper_17_cells_PMA-I_stimulated	E042	E042	ENCBS364AAA	/mnt/data/integrative/rna/ENCSRMAR042.Primary_T_helper_17_cells_PMA-I_stimulated.Broad_Bernstein/quant/rsem/E042/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000899	Primary_T_helper_17_cells_PMA-I_stimulated	adult	unknown		CHEBI:37537	Primary_T_helper_17_cells_PMA-I_stimulated
ENCSR489KLG.Primary_T_helper_2_memory_cells_from_peripheral_blood.UCSF_Costello	ENCSR489KLG	Primary_T_helper_2_memory_cells_from_peripheral_blood	E037	GSM669618	ENCBS831HDR	/mnt/data/integrative/rna/ENCSR489KLG.Primary_T_helper_2_memory_cells_from_peripheral_blood.UCSF_Costello/quant/rsem/GSM669618/Quant.genes.results	Blood	Blood	T-cell	#55A354	UCSF_Costello	male	primary cell	CL:0000897	CD4-positive, alpha-beta memory T cell	adult	29	year		CD4+, CD45RO+ memory primary cells from a healthy 29 year old Asian/Oriental/Hawaiian/Eskimo male donor. Cells were provided by Arthur Weiss lab.
ENCSRMAR043.Primary_T_helper_cells_from_peripheral_blood.Broad_Bernstein	ENCSRMAR043	Primary_T_helper_cells_from_peripheral_blood	E043	E043	ENCBS_E043	/mnt/data/integrative/rna/ENCSRMAR043.Primary_T_helper_cells_from_peripheral_blood.Broad_Bernstein/quant/rsem/E043/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000545	Primary_T_helper_cells_from_peripheral_blood	adult	unknown			Primary_T_helper_cells_from_peripheral_blood
ENCSRMAR041.Primary_T_helper_cells_PMA-I_stimulated.Broad_Bernstein	ENCSRMAR041	Primary_T_helper_cells_PMA-I_stimulated	E041	E041	ENCBS_E041	/mnt/data/integrative/rna/ENCSRMAR041.Primary_T_helper_cells_PMA-I_stimulated.Broad_Bernstein/quant/rsem/E041/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000545	Primary_T_helper_cells_PMA-I_stimulated	adult	unknown		CHEBI:37537	Primary_T_helper_cells_PMA-I_stimulated
ENCSR239EBA.Primary_T_helper_naive_cells_from_peripheral_blood.UCSF_Costello	ENCSR239EBA	Primary_T_helper_naive_cells_from_peripheral_blood	E038	GSM669617	ENCBS889JVN	/mnt/data/integrative/rna/ENCSR239EBA.Primary_T_helper_naive_cells_from_peripheral_blood.UCSF_Costello/quant/rsem/GSM669617/Quant.genes.results	Blood	Blood	T-cell	#55A354	UCSF_Costello	male	primary cell	CL:0000492	CD4-positive helper T cell	adult	29	year		Naive peripheral CD4+, CD45RA+ helper T cells from a healthy 29 year old Asian/Oriental/Hawaiian/Eskimo male donor. Cells were provided by Arthur Weiss lab.
ENCSRMAR039.Primary_T_helper_naive_cells_from_peripheral_blood.Broad_Bernstein	ENCSRMAR039	Primary_T_helper_naive_cells_from_peripheral_blood	E039	E039	ENCBS_E039	/mnt/data/integrative/rna/ENCSRMAR039.Primary_T_helper_naive_cells_from_peripheral_blood.Broad_Bernstein/quant/rsem/E039/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000545	Primary_T_helper_naive_cells_from_peripheral_blood	adult	unknown			Primary_T_helper_naive_cells_from_peripheral_blood
ENCSRMAR044.Primary_T_regulatory_cells_from_peripheral_blood.Broad_Bernstein	ENCSRMAR044	Primary_T_regulatory_cells_from_peripheral_blood	E044	E044	ENCBS154AAA	/mnt/data/integrative/rna/ENCSRMAR044.Primary_T_regulatory_cells_from_peripheral_blood.Broad_Bernstein/quant/rsem/E044/Quant.genes.results	Blood	Blood	T-cell	#55A354	Broad_Bernstein	unknown	primary cell	CL:0000815	Primary_T_regulatory_cells_from_peripheral_blood	adult	unknown			Primary_T_regulatory_cells_from_peripheral_blood
ENCSR000AFC.Fetal_Lung.CSHL_Gingeras	ENCSR000AFC	Fetal_Lung	E088	ENCBS061RNA	ENCBS061RNA	/mnt/data/integrative/rna/ENCSR000AFC.Fetal_Lung.CSHL_Gingeras/quant/rsem/ENCBS061RNA/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	CSHL_Gingeras	female	tissue	UBERON:0002048	lung	fetal	20	week		Human fetal lung
ENCSR000AFC.Fetal_Lung.CSHL_Gingeras	ENCSR000AFC	Fetal_Lung	E088	ENCBS062RNA	ENCBS062RNA	/mnt/data/integrative/rna/ENCSR000AFC.Fetal_Lung.CSHL_Gingeras/quant/rsem/ENCBS062RNA/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	CSHL_Gingeras	female	tissue	UBERON:0002048	lung	fetal	24	week		Human fetal lung
ENCSR044JAQ.Fetal_Lung.UW_Glass	ENCSR044JAQ	Fetal_Lung	E088	GSM1101709	ENCBS122USS	/mnt/data/integrative/rna/ENCSR044JAQ.Fetal_Lung.UW_Glass/quant/rsem/GSM1101709/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	male	tissue	UBERON:0002167	right lung	fetal	105	day		Right lung tissue from a healthy day 105 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR074APH.Fetal_Lung.UW_Glass	ENCSR074APH	Fetal_Lung	E088	GSM1101691	ENCBS993PWO	/mnt/data/integrative/rna/ENCSR074APH.Fetal_Lung.UW_Glass/quant/rsem/GSM1101691/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	female	tissue	UBERON:0002167	right lung	fetal	98	day		Right lung tissue from a healthy day 98 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR176WMG.Fetal_Lung.UW_Glass	ENCSR176WMG	Fetal_Lung	E088	GSM1101707	ENCBS421OZO	/mnt/data/integrative/rna/ENCSR176WMG.Fetal_Lung.UW_Glass/quant/rsem/GSM1101707/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	male	tissue	UBERON:0002167	right lung	fetal	96	day		Right side lung tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR222IGR.Fetal_Lung.UW_Glass	ENCSR222IGR	Fetal_Lung	E088	GSM1101699	ENCBS516MKG	/mnt/data/integrative/rna/ENCSR222IGR.Fetal_Lung.UW_Glass/quant/rsem/GSM1101699/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	male	tissue	UBERON:0002168	left lung	fetal	96	day		Left side lung tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR499NEL.Fetal_Lung.UW_Glass	ENCSR499NEL	Fetal_Lung	E088	GSM1101693	ENCBS143LJK	/mnt/data/integrative/rna/ENCSR499NEL.Fetal_Lung.UW_Glass/quant/rsem/GSM1101693/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	female	tissue	UBERON:0002168	left lung	fetal	105	day		Left lung tissue from a healthy day 105 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR560MDQ.Fetal_Lung.UW_Glass	ENCSR560MDQ	Fetal_Lung	E088	GSM1101692	ENCBS467PJB	/mnt/data/integrative/rna/ENCSR560MDQ.Fetal_Lung.UW_Glass/quant/rsem/GSM1101692/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	female	tissue	UBERON:0002167	right lung	fetal	105	day		Right lung tissue from a healthy day 105 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR572FXC.Fetal_Lung.UW_Glass	ENCSR572FXC	Fetal_Lung	E088	GSM1101708	ENCBS117CVU	/mnt/data/integrative/rna/ENCSR572FXC.Fetal_Lung.UW_Glass/quant/rsem/GSM1101708/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	male	tissue	UBERON:0002168	left lung	fetal	105	day		Left lung tissue from a healthy day 105 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR592EZK.Fetal_Lung.UW_Glass	ENCSR592EZK	Fetal_Lung	E088	GSM1101687	ENCBS859ASH	/mnt/data/integrative/rna/ENCSR592EZK.Fetal_Lung.UW_Glass/quant/rsem/GSM1101687/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	female	tissue	UBERON:0002168	left lung	fetal	98	day		Left lung tissue from a healthy day 98 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR733MWN.Fetal_Lung.UW_Glass	ENCSR733MWN	Fetal_Lung	E088	GSM1101685	ENCBS574MIZ	/mnt/data/integrative/rna/ENCSR733MWN.Fetal_Lung.UW_Glass/quant/rsem/GSM1101685/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	male	tissue	UBERON:0002168	left lung	fetal	91	day		Left lung tissue from a healthy day 91 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR861SOG.Fetal_Lung.UW_Glass	ENCSR861SOG	Fetal_Lung	E088	GSM1101684	ENCBS078XUR	/mnt/data/integrative/rna/ENCSR861SOG.Fetal_Lung.UW_Glass/quant/rsem/GSM1101684/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	UW_Glass	female	tissue	UBERON:0002168	left lung	fetal	108	day		Fetal primary left lung tissue from a healthy day 108 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR278UYN.Lung.Stanford_Snyder	ENCSR278UYN	Lung	E096	GSM1120308	ENCBS710XXZ	/mnt/data/integrative/rna/ENCSR278UYN.Lung.Stanford_Snyder/quant/rsem/GSM1120308/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	Stanford_Snyder	male	tissue	UBERON:0002048	lung	child	3	year		Lung tissue from a healthy 3 year old male human from the Lin laboratory.
ENCSR917YHC.Lung.Stanford_Snyder	ENCSR917YHC	Lung	E096	GSM1010946	ENCBS237TXC	/mnt/data/integrative/rna/ENCSR917YHC.Lung.Stanford_Snyder/quant/rsem/GSM1010946/Quant.genes.results	Respiratory	Lung	Lung	#60B0C8	Stanford_Snyder	female	tissue	UBERON:0002048	lung	adult	30	year		Lung tissue from a 30 year old female Caucasian human with bipolar disorder and an iron deficiency. Tissue provided by Shin Lin at Stanford University.
ENCSR000CUC.Monocytes-CD14+_RO01746_Primary_Cells.CSHL_Gingeras	ENCSR000CUC	Monocytes-CD14+_RO01746_Primary_Cells	E124	ENCBS626ENC	ENCBS626ENC	/mnt/data/integrative/rna/ENCSR000CUC.Monocytes-CD14+_RO01746_Primary_Cells.CSHL_Gingeras/quant/rsem/ENCBS626ENC/Quant.genes.results	Blood	Blood	B-cell	#678C69	CSHL_Gingeras	female	primary cell	CL:0001054	CD14-positive monocyte	unknown	unknown			Monocytes-CD14+ are CD14-positive cells from human leukapheresis production, from donor RO 01746 (draw 1 ID is RO 01746, draw 2 ID is RO 01826), Monocytes-CD14+_RO01746 and Monocytes-CD14+_RO01826 are being used as replicates, newly promoted to tier 2: not in 2011 analysis
ENCSR000CUC.Monocytes-CD14+_RO01746_Primary_Cells.CSHL_Gingeras	ENCSR000CUC	Monocytes-CD14+_RO01746_Primary_Cells	E124	ENCBS627ENC	ENCBS627ENC	/mnt/data/integrative/rna/ENCSR000CUC.Monocytes-CD14+_RO01746_Primary_Cells.CSHL_Gingeras/quant/rsem/ENCBS627ENC/Quant.genes.results	Blood	Blood	B-cell	#678C69	CSHL_Gingeras	female	primary cell	CL:0001054	CD14-positive monocyte	unknown	unknown			Monocytes-CD14+ are CD14-positive cells from human leukapheresis production, from donor RO 01746 (draw 1 ID is RO 01746, draw 2 ID is RO 01826), Monocytes-CD14+_RO01746 and Monocytes-CD14+_RO01826 are being used as replicates, newly promoted to tier 2: not in 2011 analysis
ENCSR449GLL.Primary_B_cells_from_peripheral_blood.FHCRC_Heimfeld	ENCSR449GLL	Primary_B_cells_from_peripheral_blood	E032	GSM1220576	ENCBS010LQV	/mnt/data/integrative/rna/ENCSR449GLL.Primary_B_cells_from_peripheral_blood.FHCRC_Heimfeld/quant/rsem/GSM1220576/Quant.genes.results	Blood	Blood	B-cell	#678C69	FHCRC_Heimfeld	male	primary cell	CL:0000236	B cell	adult	37	year		Flow sorted CD19+ B cells from a 37 year old healthy Hispanic male. Cells provided by the Shelly Heimfeld lab at FHCRC.
ENCSR000CTV.Primary_CD20+_B_cells_from_peripheral_blood.CSHL_Gingeras	ENCSR000CTV	Primary_CD20+_B_cells_from_peripheral_blood	E135	ENCBS483ENC	ENCBS483ENC	/mnt/data/integrative/rna/ENCSR000CTV.Primary_CD20+_B_cells_from_peripheral_blood.CSHL_Gingeras/quant/rsem/ENCBS483ENC/Quant.genes.results	Blood	Blood	B-cell	#678C69	CSHL_Gingeras	female	primary cell	CL:0000236	B cell	adult	43	year		CD20+ B cells, caucasian, draw number 1
ENCSR000CTV.Primary_CD20+_B_cells_from_peripheral_blood.CSHL_Gingeras	ENCSR000CTV	Primary_CD20+_B_cells_from_peripheral_blood	E135	ENCBS484ENC	ENCBS484ENC	/mnt/data/integrative/rna/ENCSR000CTV.Primary_CD20+_B_cells_from_peripheral_blood.CSHL_Gingeras/quant/rsem/ENCBS484ENC/Quant.genes.results	Blood	Blood	B-cell	#678C69	CSHL_Gingeras	female	primary cell	CL:0000236	B cell	adult	27	year		CD20+ B cells, African American, draw number 1
ENCSR000CUC.Primary_monocytes_from_peripheral_blood.CSHL_Gingeras	ENCSR000CUC	Primary_monocytes_from_peripheral_blood	E029	ENCBS626ENC	ENCBS626ENC	/mnt/data/integrative/rna/ENCSR000CUC.Primary_monocytes_from_peripheral_blood.CSHL_Gingeras/quant/rsem/ENCBS626ENC/Quant.genes.results	Blood	Blood	B-cell	#678C69	CSHL_Gingeras	female	primary cell	CL:0001054	CD14-positive monocyte	unknown	unknown			Monocytes-CD14+ are CD14-positive cells from human leukapheresis production, from donor RO 01746 (draw 1 ID is RO 01746, draw 2 ID is RO 01826), Monocytes-CD14+_RO01746 and Monocytes-CD14+_RO01826 are being used as replicates, newly promoted to tier 2: not in 2011 analysis
ENCSR000CUC.Primary_monocytes_from_peripheral_blood.CSHL_Gingeras	ENCSR000CUC	Primary_monocytes_from_peripheral_blood	E029	ENCBS627ENC	ENCBS627ENC	/mnt/data/integrative/rna/ENCSR000CUC.Primary_monocytes_from_peripheral_blood.CSHL_Gingeras/quant/rsem/ENCBS627ENC/Quant.genes.results	Blood	Blood	B-cell	#678C69	CSHL_Gingeras	female	primary cell	CL:0001054	CD14-positive monocyte	unknown	unknown			Monocytes-CD14+ are CD14-positive cells from human leukapheresis production, from donor RO 01746 (draw 1 ID is RO 01746, draw 2 ID is RO 01826), Monocytes-CD14+_RO01746 and Monocytes-CD14+_RO01826 are being used as replicates, newly promoted to tier 2: not in 2011 analysis
ENCSR905LVO.Primary_monocytes_from_peripheral_blood.FHCRC_Heimfeld	ENCSR905LVO	Primary_monocytes_from_peripheral_blood	E029	GSM1220575	ENCBS375RID	/mnt/data/integrative/rna/ENCSR905LVO.Primary_monocytes_from_peripheral_blood.FHCRC_Heimfeld/quant/rsem/GSM1220575/Quant.genes.results	Blood	Blood	B-cell	#678C69	FHCRC_Heimfeld	male	primary cell	CL:0001054	CD14-positive monocyte	adult	37	year		Flow sorted CD14+ monocytes from a 37 year old healthy Hispanic male. Cells provided by the Shelly Heimfeld lab at FHCRC.
ENCSR357XTU.Primary_Natural_Killer_cells_from_peripheral_blood.FHCRC_Heimfeld	ENCSR357XTU	Primary_Natural_Killer_cells_from_peripheral_blood	E046	GSM1220577	ENCBS793WFJ	/mnt/data/integrative/rna/ENCSR357XTU.Primary_Natural_Killer_cells_from_peripheral_blood.FHCRC_Heimfeld/quant/rsem/GSM1220577/Quant.genes.results	Blood	Blood	B-cell	#678C69	FHCRC_Heimfeld	male	primary cell	CL:0000623	natural killer cell	adult	37	year		Flow sorted CD56+ cells from a 37 year old healthy Hispanic male. Cells provided by the Shelly Heimfeld lab at FHCRC.
ENCSR938LSP.iPS_PGP1_Cells.CSHL_Gingeras	ENCSR938LSP	iPS_PGP1_Cells	E364	ENCBS368AAA	ENCBS368AAA	/mnt/data/integrative/rna/ENCSR938LSP.iPS_PGP1_Cells.CSHL_Gingeras/quant/rsem/ENCBS368AAA/Quant.genes.results	iPS	iPS	iPS	#69608A	CSHL_Gingeras	male	induced pluripotent stem cell line	EFO:0004905	induced pluripotent stem cell	adult	53	year		These are induced pluripotent stem cells (iPSC) created from the PGP1 donor from the Personal Genome Project (PGP).
ENCSR938LSP.iPS_PGP1_Cells.CSHL_Gingeras	ENCSR938LSP	iPS_PGP1_Cells	E364	ENCBS373AAA	ENCBS373AAA	/mnt/data/integrative/rna/ENCSR938LSP.iPS_PGP1_Cells.CSHL_Gingeras/quant/rsem/ENCBS373AAA/Quant.genes.results	iPS	iPS	iPS	#69608A	CSHL_Gingeras	male	induced pluripotent stem cell line	EFO:0004905	induced pluripotent stem cell	adult	53	year		These are induced pluripotent stem cells (iPSC) created from the PGP1 donor from the Personal Genome Project (PGP).
ENCSR000AEW.Brain_Cerebellum.CSHL_Gingeras	ENCSR000AEW	Brain_Cerebellum	E193	ENCBS049RNA	ENCBS049RNA	/mnt/data/integrative/rna/ENCSR000AEW.Brain_Cerebellum.CSHL_Gingeras/quant/rsem/ENCBS049RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0002037	cerebellum	fetal	37	week		Human fetal cerebellum
ENCSR000AEW.Brain_Cerebellum.CSHL_Gingeras	ENCSR000AEW	Brain_Cerebellum	E193	ENCBS050RNA	ENCBS050RNA	/mnt/data/integrative/rna/ENCSR000AEW.Brain_Cerebellum.CSHL_Gingeras/quant/rsem/ENCBS050RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0002037	cerebellum	fetal	19	week		Human fetal cerebellum
ENCSR470JHE.Brain_Cerebellum.UCSF_Costello	ENCSR470JHE	Brain_Cerebellum	E193	GSM1127104	ENCBS930IBH	/mnt/data/integrative/rna/ENCSR470JHE.Brain_Cerebellum.UCSF_Costello/quant/rsem/GSM1127104/Quant.genes.results	Nervous	Brain	Brain	#83601C	UCSF_Costello	male	tissue	UBERON:0002037	cerebellum	fetal	20	week		Brain cerebellum tissue from a healthy Caucasian male donor at 20 weeks gestation. Provided by the Costello lab in UCSF. Sample is named HuFGM01, twin of HuFGM02.
ENCSR000AEX.Brain_Diencephalon.CSHL_Gingeras	ENCSR000AEX	Brain_Diencephalon	E197	ENCBS051RNA	ENCBS051RNA	/mnt/data/integrative/rna/ENCSR000AEX.Brain_Diencephalon.CSHL_Gingeras/quant/rsem/ENCBS051RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0001894	diencephalon	fetal	20	week		Human fetal diencephalon
ENCSR000AEX.Brain_Diencephalon.CSHL_Gingeras	ENCSR000AEX	Brain_Diencephalon	E197	ENCBS052RNA	ENCBS052RNA	/mnt/data/integrative/rna/ENCSR000AEX.Brain_Diencephalon.CSHL_Gingeras/quant/rsem/ENCBS052RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	male	tissue	UBERON:0001894	diencephalon	fetal	22	week		Human fetal diencephalon
ENCSR000AEY.Brain_Frontal_Cortex.CSHL_Gingeras	ENCSR000AEY	Brain_Frontal_Cortex	E188	ENCBS053RNA	ENCBS053RNA	/mnt/data/integrative/rna/ENCSR000AEY.Brain_Frontal_Cortex.CSHL_Gingeras/quant/rsem/ENCBS053RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0001870	frontal cortex	fetal	20	week		Human fetal frontal cortex
ENCSR000AEY.Brain_Frontal_Cortex.CSHL_Gingeras	ENCSR000AEY	Brain_Frontal_Cortex	E188	ENCBS054RNA	ENCBS054RNA	/mnt/data/integrative/rna/ENCSR000AEY.Brain_Frontal_Cortex.CSHL_Gingeras/quant/rsem/ENCBS054RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	male	tissue	UBERON:0001870	frontal cortex	fetal	22	week		Human fetal frontal cortex
ENCSR800JXT.Brain_Germinal_Matrix.UCSF_Costello	ENCSR800JXT	Brain_Germinal_Matrix	E070	GSM751275	ENCBS035DRR	/mnt/data/integrative/rna/ENCSR800JXT.Brain_Germinal_Matrix.UCSF_Costello/quant/rsem/GSM751275/Quant.genes.results	Nervous	Brain	Brain	#83601C	UCSF_Costello	male	tissue	NTR:0001407	germinal matrix	fetal	20	week		Brain (Germinal Matrix) tissue from a healthy Caucasian male donor at 20 weeks gestation. Provided by the Costello lab in UCSF. Sample is named HuFGM02, twin of HuFGM01.
ENCSR969JYY.Brain_Germinal_Matrix.UCSF_Costello	ENCSR969JYY	Brain_Germinal_Matrix	E070	GSM1582473	ENCBS646PGX	/mnt/data/integrative/rna/ENCSR969JYY.Brain_Germinal_Matrix.UCSF_Costello/quant/rsem/GSM1582473/Quant.genes.results	Nervous	Brain	Brain	#83601C	UCSF_Costello	male	tissue	NTR:0001407	germinal matrix	fetal	20	week		Brain (Germinal Matrix) tissue from a healthy Caucasian male donor at 20 weeks gestation. Provided by the Costello lab in UCSF. Sample is named HuFGM02, twin of HuFGM01.
ENCSR239GFM.Brain_Hippocampus_Middle.Broad_Bernstein	ENCSR239GFM	Brain_Hippocampus_Middle	E071	GSM1112836	ENCBS393JAH	/mnt/data/integrative/rna/ENCSR239GFM.Brain_Hippocampus_Middle.Broad_Bernstein/quant/rsem/GSM1112836/Quant.genes.results	Nervous	Brain	Brain	#83601C	Broad_Bernstein	male	tissue	UBERON:0002305	layer of hippocampus	adult	81	year		Hippocampus middle portion of brain obtained post-mortem in a longitudinal study. Sample was taken from a healthy 81 year old male donor from Rush University Medical Center.
ENCSR000AFJ.Brain_Inferior_Temporal_Lobe.CSHL_Gingeras	ENCSR000AFJ	Brain_Inferior_Temporal_Lobe	E072	ENCBS075RNA	ENCBS075RNA	/mnt/data/integrative/rna/ENCSR000AFJ.Brain_Inferior_Temporal_Lobe.CSHL_Gingeras/quant/rsem/ENCBS075RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0001871	temporal lobe	fetal	20	week		Human fetal temporal lobe
ENCSR000AFJ.Brain_Inferior_Temporal_Lobe.CSHL_Gingeras	ENCSR000AFJ	Brain_Inferior_Temporal_Lobe	E072	ENCBS076RNA	ENCBS076RNA	/mnt/data/integrative/rna/ENCSR000AFJ.Brain_Inferior_Temporal_Lobe.CSHL_Gingeras/quant/rsem/ENCBS076RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0001871	temporal lobe	fetal	24	week		Human fetal temporal lobe
ENCSR000AFD.Brain_Occipital_Lobe.CSHL_Gingeras	ENCSR000AFD	Brain_Occipital_Lobe	E198	ENCBS063RNA	ENCBS063RNA	/mnt/data/integrative/rna/ENCSR000AFD.Brain_Occipital_Lobe.CSHL_Gingeras/quant/rsem/ENCBS063RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0002021	occipital lobe	fetal	20	week		Human fetal occipital lobe
ENCSR000AFD.Brain_Occipital_Lobe.CSHL_Gingeras	ENCSR000AFD	Brain_Occipital_Lobe	E198	ENCBS064RNA	ENCBS064RNA	/mnt/data/integrative/rna/ENCSR000AFD.Brain_Occipital_Lobe.CSHL_Gingeras/quant/rsem/ENCBS064RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	male	tissue	UBERON:0002021	occipital lobe	fetal	22	week		Human fetal occipital lobe
ENCSR000AFE.Brain_Parietal_Lobe.CSHL_Gingeras	ENCSR000AFE	Brain_Parietal_Lobe	E199	ENCBS065RNA	ENCBS065RNA	/mnt/data/integrative/rna/ENCSR000AFE.Brain_Parietal_Lobe.CSHL_Gingeras/quant/rsem/ENCBS065RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	male	tissue	UBERON:0001872	parietal lobe	fetal	22	week		Human fetal parietal lobe
ENCSR000AFE.Brain_Parietal_Lobe.CSHL_Gingeras	ENCSR000AFE	Brain_Parietal_Lobe	E199	ENCBS066RNA	ENCBS066RNA	/mnt/data/integrative/rna/ENCSR000AFE.Brain_Parietal_Lobe.CSHL_Gingeras/quant/rsem/ENCBS066RNA/Quant.genes.results	Nervous	Brain	Brain	#83601C	CSHL_Gingeras	female	tissue	UBERON:0001872	parietal lobe	fetal	24	week		Human fetal parietal lobe
ENCSR252BHM.Fetal_Brain_Female.UCSF_Costello	ENCSR252BHM	Fetal_Brain_Female	E082	GSM1582465	ENCBS431HTU	/mnt/data/integrative/rna/ENCSR252BHM.Fetal_Brain_Female.UCSF_Costello/quant/rsem/GSM1582465/Quant.genes.results	Nervous	Brain	Brain	#83601C	UCSF_Costello	female	tissue	UBERON:0000955	brain	fetal	17	week		Fetal brain from a disease free week 17 gestation female. Tissue sample was provided by Keith Ligon at Harvard University. Fetus is named HuFNSC02 Batch 1, twin of HuFNSC01.
